É_ÉEÉìÉçÅ[ÉhÇµÇΩéûçèÅF2026/04/07 17:32:21

,çbï{,çbï{,çbï{,çbï{,çbï{,çbï{,çbï{,çbï{,çbï{,çbï{,çbï{,çbï{,çbï{,çbï{,çbï{,çbï{,çbï{,çbï{,çbï{,çbï{,çbï{,çbï{,çbï{,çbï{
2024/1/18,6.0,8,1,14.6,8,1,-1.6,8,1,0,1,8,1,7.5,0,8,1,0,1,8,1,50,8,1
2024/1/19,9.2,8,1,16.4,8,1,3.9,8,1,0,1,8,1,5.5,0,8,1,0,1,8,1,60,8,1
2024/1/20,6.0,8,1,8.2,8,1,5.1,8,1,11.0,0,8,1,0.0,0,8,1,0,1,8,1,85,8,1
2024/1/21,6.4,8,1,10.4,8,1,3.8,8,1,22.5,0,8,1,1.8,0,8,1,0,1,8,1,98,8,1
2024/1/22,5.3,8,1,9.1,8,1,1.2,8,1,0.0,0,8,1,0.1,0,8,1,0,1,8,1,93,8,1
2024/1/23,5.6,8,1,13.3,8,1,1.8,8,1,0,1,8,1,5.6,0,8,1,0,1,8,1,66,8,1
2024/1/24,2.2,8,1,4.6,8,1,0.6,8,1,0,1,8,1,5.6,0,8,1,0,1,8,1,31,8,1
2024/1/25,3.2,8,1,7.2,8,1,0.2,8,1,0,1,8,1,9.3,0,8,1,0,1,8,1,28,8,1
2024/1/26,5.1,8,1,11.2,8,1,-0.3,8,1,0,1,8,1,9.4,0,8,1,0,1,8,1,32,8,1
2024/1/27,3.0,8,1,10.5,8,1,-3.5,8,1,0,1,8,1,9.4,0,8,1,0,1,8,1,50,8,1
2024/1/28,3.4,8,1,10.5,8,1,-2.9,8,1,0,1,8,1,7.7,0,8,1,0,1,8,1,54,8,1
2024/1/29,4.4,8,1,11.3,8,1,-2.8,8,1,0,1,8,1,9.5,0,8,1,0,1,8,1,58,8,1
2024/1/30,5.7,8,1,13.0,8,1,-0.6,8,1,0,1,8,1,9.3,0,8,1,0,1,8,1,60,8,1
2024/1/31,6.0,8,1,13.3,8,1,-1.2,8,1,0.0,0,8,1,8.2,0,8,1,0,1,8,1,66,8,1
2024/2/1,8.2,8,1,17.7,8,1,2.4,8,1,0.0,0,8,1,8.3,0,8,1,0,1,8,1,63,8,1
2024/2/2,4.1,8,1,8.1,8,1,1.8,8,1,0,1,8,1,1.3,0,8,1,0,1,8,1,51,8,1
2024/2/3,4.7,8,1,10.6,8,1,-2.3,8,1,0,1,8,1,9.0,0,8,1,0,1,8,1,50,8,1
2024/2/4,5.1,8,1,8.2,8,1,3.1,8,1,0.5,0,8,1,0.2,0,8,1,0,1,8,1,75,8,1
2024/2/5,1.8,8,1,4.3,8,1,0.2,8,1,32.5,0,8,1,0.0,0,8,1,12,0,8,1,88,8,1
2024/2/6,1.9,8,1,5.0,8,1,-0.2,8,1,0.5,0,8,1,0.0,0,8,1,0,1,8,1,95,8,1
2024/2/7,2.0,8,1,7.9,8,1,-2.6,8,1,0,1,8,1,9.7,0,8,1,0,1,8,1,81,8,1
2024/2/8,2.0,8,1,8.6,8,1,-3.4,8,1,0,1,8,1,9.3,0,8,1,0,1,8,1,76,8,1
2024/2/9,3.8,8,1,10.0,8,1,-1.7,8,1,0,1,8,1,6.5,0,8,1,0,1,8,1,70,8,1
2024/2/10,5.3,8,1,12.1,8,1,-1.3,8,1,0,1,8,1,9.7,0,8,1,0,1,8,1,68,8,1
2024/2/11,4.6,8,1,11.5,8,1,-1.3,8,1,3.5,0,8,1,7.8,0,8,1,0,1,8,1,68,8,1
2024/2/12,5.6,8,1,13.0,8,1,0.2,8,1,0,1,8,1,9.8,0,8,1,0,1,8,1,60,8,1
2024/2/13,5.4,8,1,14.5,8,1,-2.2,8,1,0,1,8,1,10.0,0,8,1,0,1,8,1,64,8,1
2024/2/14,7.6,8,1,17.1,8,1,-1.0,8,1,0,1,8,1,8.1,0,8,1,0,1,8,1,62,8,1
2024/2/15,10.2,8,1,17.2,8,1,1.9,8,1,0.0,0,8,1,5.3,0,8,1,0,1,8,1,71,8,1
2024/2/16,10.3,8,1,14.5,8,1,5.8,8,1,0.5,0,8,1,6.6,0,8,1,0,1,8,1,49,8,1
2024/2/17,9.0,8,1,15.0,8,1,2.2,8,1,0,1,8,1,6.9,0,8,1,0,1,8,1,63,8,1
2024/2/18,11.7,8,1,15.6,8,1,7.6,8,1,0,1,8,1,0.0,0,8,1,0,1,8,1,70,8,1
2024/2/19,13.6,8,1,18.7,8,1,9.7,8,1,3.5,0,8,1,0.6,0,8,1,0,1,8,1,81,8,1
2024/2/20,16.7,8,1,24.8,8,1,12.7,8,1,0.0,0,8,1,7.6,0,8,1,0,1,8,1,74,8,1
2024/2/21,13.3,8,1,14.9,8,1,11.5,8,1,4.5,0,8,1,0.0,0,8,1,0,1,8,1,83,8,1
2024/2/22,7.7,8,1,11.7,8,1,4.5,8,1,17.5,0,8,1,0.0,0,8,1,0,1,8,1,92,8,1
2024/2/23,4.7,8,1,5.6,8,1,3.1,8,1,1.5,0,8,1,0.0,0,8,1,0,1,8,1,85,8,1
2024/2/24,5.3,8,1,10.8,8,1,-0.3,8,1,0,1,8,1,8.3,0,8,1,0,1,8,1,62,8,1
2024/2/25,2.6,8,1,5.1,8,1,0.5,8,1,12.0,0,8,1,0.0,0,8,1,0,1,8,1,89,8,1
2024/2/26,5.5,8,1,11.7,8,1,0.6,8,1,0.0,0,8,1,10.1,0,8,1,0,1,8,1,62,8,1
2024/2/27,4.9,8,1,10.3,8,1,1.4,8,1,0,1,8,1,9.5,0,8,1,0,1,8,1,40,8,1
2024/2/28,6.0,8,1,15.2,8,1,-0.9,8,1,0,1,8,1,10.5,0,8,1,0,1,8,1,48,8,1
2024/2/29,6.3,8,1,13.9,8,1,0.0,8,1,9.0,0,8,1,7.0,0,8,1,0,1,8,1,68,8,1
2024/3/1,8.4,8,1,16.9,8,1,1.9,8,1,15.0,0,8,1,8.1,0,8,1,0,1,8,1,61,8,1
2024/3/2,6.5,8,1,11.9,8,1,3.1,8,1,0,1,8,1,10.1,0,8,1,0,1,8,1,25,8,1
2024/3/3,5.5,8,1,13.2,8,1,-2.0,8,1,0,1,8,1,10.6,0,8,1,0,1,8,1,39,8,1
2024/3/4,6.9,8,1,14.6,8,1,-0.4,8,1,0,1,8,1,10.7,0,8,1,0,1,8,1,42,8,1
2024/3/5,4.0,8,1,8.0,8,1,0.2,8,1,26.0,0,8,1,0.1,0,8,1,5,0,8,1,72,8,1
2024/3/6,4.5,8,1,9.1,8,1,0.4,8,1,4.0,0,8,1,0.2,0,8,1,0,1,8,1,81,8,1
2024/3/7,5.8,8,1,7.7,8,1,3.8,8,1,0.0,0,8,1,0.0,0,8,1,0,1,8,1,61,8,1
2024/3/8,7.4,8,1,13.7,8,1,3.3,8,1,0.0,0,8,1,8.7,0,8,1,0,1,8,1,55,8,1
2024/3/9,4.3,8,1,9.3,8,1,-0.4,8,1,0,1,8,1,9.8,0,8,1,0,1,8,1,37,8,1
2024/3/10,4.7,8,1,13.0,8,1,-3.2,8,1,0,1,8,1,11.1,0,8,1,0,1,8,1,42,8,1
2024/3/11,6.4,8,1,14.6,8,1,-1.6,8,1,0,1,8,1,10.1,0,8,1,0,1,8,1,57,8,1
2024/3/12,4.8,8,1,7.7,8,1,3.1,8,1,28.5,0,8,1,0.0,0,8,1,0,1,8,1,85,8,1
2024/3/13,8.5,8,1,13.1,8,1,2.7,8,1,0,1,8,1,11.0,0,8,1,0,1,8,1,44,8,1
2024/3/14,7.4,8,1,16.4,8,1,-0.9,8,1,0,1,8,1,11.1,0,8,1,0,1,8,1,49,8,1
2024/3/15,9.9,8,1,18.4,8,1,0.2,8,1,0,1,8,1,11.2,0,8,1,0,1,8,1,47,8,1
2024/3/16,14.1,8,1,23.1,8,1,7.0,8,1,0,1,8,1,11.0,0,8,1,0,1,8,1,41,8,1
2024/3/17,13.5,8,1,19.5,8,1,6.4,8,1,0.0,0,8,1,4.6,0,8,1,0,1,8,1,55,8,1
2024/3/18,9.4,8,1,15.2,8,1,3.4,8,1,0,1,8,1,11.2,0,8,1,0,1,8,1,21,8,1
2024/3/19,6.5,8,1,12.3,8,1,1.4,8,1,0,1,8,1,5.1,0,8,1,0,1,8,1,40,8,1
2024/3/20,5.6,8,1,13.2,8,1,1.2,8,1,1.0,0,8,1,5.6,0,8,1,0,1,8,1,57,8,1
2024/3/21,4.5,8,1,9.9,8,1,0.7,8,1,0,1,8,1,10.1,0,8,1,0,1,8,1,29,8,1
2024/3/22,5.5,8,1,13.0,8,1,-2.4,8,1,0,1,8,1,11.3,0,8,1,0,1,8,1,37,8,1
2024/3/23,3.8,8,1,6.3,8,1,1.0,8,1,2.0,0,8,1,0.0,0,8,1,0,1,8,1,82,8,1
2024/3/24,6.6,8,1,9.5,8,1,3.7,8,1,0.5,0,8,1,0.0,0,8,1,0,1,8,1,88,8,1
2024/3/25,9.2,8,1,10.4,8,1,7.7,8,1,3.0,0,8,1,0.0,0,8,1,0,1,8,1,96,8,1
2024/3/26,9.3,8,1,10.2,8,1,7.2,8,1,29.0,0,8,1,0.0,0,8,1,0,1,8,1,93,8,1
2024/3/27,10.8,8,1,18.2,8,1,3.6,8,1,0.0,0,8,1,11.5,0,8,1,0,1,8,1,54,8,1
2024/3/28,10.6,8,1,14.7,8,1,7.3,8,1,9.0,0,8,1,1.7,0,8,1,0,1,8,1,77,8,1
2024/3/29,15.3,8,1,24.9,8,1,9.3,8,1,24.0,0,8,1,5.7,0,8,1,0,1,8,1,76,8,1
2024/3/30,17.3,8,1,25.8,8,1,7.6,8,1,0,1,8,1,10.9,0,8,1,0,1,8,1,46,8,1
2024/3/31,20.7,8,1,28.6,8,1,12.7,8,1,0.0,0,8,1,10.6,0,8,1,0,1,8,1,32,8,1
2024/4/1,17.3,8,1,23.0,8,1,11.1,8,1,0.0,0,8,1,8.9,0,8,1,0,1,8,1,38,8,1
2024/4/2,13.9,8,1,22.0,8,1,5.8,8,1,0,1,8,1,10.3,0,8,1,0,1,8,1,44,8,1
2024/4/3,11.9,8,1,13.6,8,1,10.6,8,1,14.5,0,8,1,0.0,0,8,1,0,1,8,1,84,8,1
2024/4/4,15.6,8,1,22.3,8,1,11.3,8,1,3.5,0,8,1,2.8,0,8,1,0,1,8,1,77,8,1
2024/4/5,12.2,8,1,14.6,8,1,10.5,8,1,0.0,0,8,1,0.0,0,8,1,0,1,8,1,76,8,1
2024/4/6,15.3,8,1,21.8,8,1,10.6,8,1,0.0,0,8,1,7.8,0,8,1,0,1,8,1,70,8,1
2024/4/7,17.8,8,1,25.9,8,1,10.8,8,1,0,1,8,1,10.3,0,8,1,0,1,8,1,67,8,1
2024/4/8,18.0,8,1,25.0,8,1,13.9,8,1,0.0,0,8,1,4.8,0,8,1,0,1,8,1,75,8,1
2024/4/9,13.8,8,1,16.0,8,1,8.4,8,1,43.5,0,8,1,0.3,0,8,1,0,1,8,1,73,8,1
2024/4/10,11.5,8,1,20.3,8,1,3.2,8,1,0,1,8,1,11.3,0,8,1,0,1,8,1,48,8,1
2024/4/11,12.9,8,1,20.8,8,1,5.7,8,1,0,1,8,1,11.1,0,8,1,0,1,8,1,56,8,1
2024/4/12,16.3,8,1,23.5,8,1,10.8,8,1,0,1,8,1,9.3,0,8,1,0,1,8,1,57,8,1
2024/4/13,16.8,8,1,27.3,8,1,9.1,8,1,0,1,8,1,11.4,0,8,1,0,1,8,1,59,8,1
2024/4/14,17.9,8,1,28.1,8,1,10.2,8,1,0,1,8,1,11.5,0,8,1,0,1,8,1,61,8,1
2024/4/15,18.8,8,1,27.6,8,1,11.8,8,1,0,1,8,1,10.5,0,8,1,0,1,8,1,58,8,1
2024/4/16,17.9,8,1,25.4,8,1,13.2,8,1,0.0,0,8,1,6.6,0,8,1,0,1,8,1,61,8,1
2024/4/17,20.4,8,1,27.3,8,1,14.9,8,1,0.0,0,8,1,9.9,0,8,1,0,1,8,1,56,8,1
2024/4/18,18.1,8,1,22.2,8,1,15.3,8,1,0.0,0,8,1,0.0,0,8,1,0,1,8,1,56,8,1
2024/4/19,18.3,8,1,24.7,8,1,13.4,8,1,0,1,8,1,10.7,0,8,1,0,1,8,1,36,8,1
2024/4/20,19.3,8,1,28.6,8,1,10.0,8,1,0,1,8,1,9.6,0,8,1,0,1,8,1,42,8,1
2024/4/21,19.2,8,1,24.3,8,1,15.8,8,1,9.5,0,8,1,1.9,0,8,1,0,1,8,1,64,8,1
2024/4/22,18.4,8,1,23.1,8,1,15.4,8,1,3.0,0,8,1,2.3,0,8,1,0,1,8,1,73,8,1
2024/4/23,17.8,8,1,20.9,8,1,16.4,8,1,0,1,8,1,0.0,0,8,1,0,1,8,1,70,8,1
2024/4/24,15.4,8,1,17.4,8,1,14.3,8,1,3.5,0,8,1,0.0,0,8,1,0,1,8,1,87,8,1
2024/4/25,20.0,8,1,29.0,8,1,14.3,8,1,0.0,0,8,1,9.4,0,8,1,0,1,8,1,69,8,1
2024/4/26,19.9,8,1,26.5,8,1,12.6,8,1,0,1,8,1,6.0,0,8,1,0,1,8,1,60,8,1
2024/4/27,19.2,8,1,23.8,8,1,16.2,8,1,0.0,0,8,1,0.0,0,8,1,0,1,8,1,72,8,1
2024/4/28,21.3,8,1,30.9,8,1,13.2,8,1,0,1,8,1,11.6,0,8,1,0,1,8,1,65,8,1
2024/4/29,20.9,8,1,27.0,8,1,15.8,8,1,0.0,0,8,1,6.5,0,8,1,0,1,8,1,66,8,1
2024/4/30,20.4,8,1,25.1,8,1,17.2,8,1,0.0,0,8,1,1.6,0,8,1,0,1,8,1,75,8,1
2024/5/1,17.5,8,1,20.9,8,1,12.9,8,1,24.0,0,8,1,0.0,0,8,1,0,1,8,1,89,8,1
2024/5/2,15.8,8,1,22.3,8,1,11.3,8,1,4.0,0,8,1,6.8,0,8,1,0,1,8,1,66,8,1
2024/5/3,18.3,8,1,26.6,8,1,12.6,8,1,0,1,8,1,11.6,0,8,1,0,1,8,1,62,8,1
2024/5/4,20.0,8,1,29.6,8,1,11.8,8,1,0,1,8,1,12.7,0,8,1,0,1,8,1,61,8,1
2024/5/5,21.1,8,1,31.3,8,1,12.8,8,1,0,1,8,1,12.7,0,8,1,0,1,8,1,54,8,1
2024/5/6,19.6,8,1,23.9,8,1,15.6,8,1,0.0,0,8,1,1.1,0,8,1,0,1,8,1,58,8,1
2024/5/7,19.6,8,1,23.3,8,1,16.2,8,1,2.0,0,8,1,0.1,0,8,1,0,1,8,1,79,8,1
2024/5/8,18.2,8,1,26.4,8,1,11.2,8,1,2.0,0,8,1,5.3,0,8,1,0,1,8,1,68,8,1
2024/5/9,13.7,8,1,21.2,8,1,9.5,8,1,11.0,0,8,1,6.3,0,8,1,0,1,8,1,61,8,1
2024/5/10,15.6,8,1,25.5,8,1,5.7,8,1,0,1,8,1,12.9,0,8,1,0,1,8,1,55,8,1
2024/5/11,19.1,8,1,27.3,8,1,13.6,8,1,0,1,8,1,10.7,0,8,1,0,1,8,1,65,8,1
2024/5/12,18.6,8,1,24.3,8,1,13.3,8,1,0.0,0,8,1,1.8,0,8,1,0,1,8,1,64,8,1
2024/5/13,16.7,8,1,18.6,8,1,14.6,8,1,41.0,0,8,1,0.0,0,8,1,0,1,8,1,92,8,1
2024/5/14,18.6,8,1,27.2,8,1,13.3,8,1,0,1,8,1,10.1,0,8,1,0,1,8,1,62,8,1
2024/5/15,18.5,5,1,26.5,8,1,12.0,8,1,9.0,0,8,1,6.7,0,5,1,0,1,8,1,71,5,1
2024/5/16,20.1,8,1,27.6,8,1,14.8,8,1,2.5,0,8,1,7.5,0,8,1,0,1,8,1,66,8,1
2024/5/17,19.8,8,1,27.7,8,1,11.5,8,1,0,1,8,1,12.6,0,8,1,0,1,8,1,49,8,1
2024/5/18,20.8,8,1,29.7,8,1,12.4,8,1,0,1,8,1,12.4,0,8,1,0,1,8,1,54,8,1
2024/5/19,19.1,8,1,23.7,8,1,15.6,8,1,7.5,0,8,1,0.0,0,8,1,0,1,8,1,69,8,1
2024/5/20,19.5,8,1,26.3,8,1,14.3,8,1,38.0,0,8,1,8.3,0,8,1,0,1,8,1,82,8,1
2024/5/21,22.9,8,1,30.4,8,1,17.9,8,1,2.0,0,8,1,7.6,0,8,1,0,1,8,1,66,8,1
2024/5/22,20.9,8,1,26.3,8,1,17.7,8,1,0.0,0,8,1,6.3,0,8,1,0,1,8,1,61,8,1
2024/5/23,19.8,8,1,24.8,8,1,15.0,8,1,0,1,8,1,1.6,0,8,1,0,1,8,1,71,8,1
2024/5/24,22.7,8,1,31.6,8,1,15.9,8,1,0,1,8,1,10.3,0,8,1,0,1,8,1,66,8,1
2024/5/25,21.3,8,1,27.7,8,1,17.0,8,1,0.0,0,8,1,9.3,0,8,1,0,1,8,1,62,8,1
2024/5/26,18.9,8,1,21.1,8,1,16.3,8,1,0.0,0,8,1,0.0,0,8,1,0,1,8,1,69,8,1
2024/5/27,20.5,8,1,25.5,8,1,15.5,8,1,0.0,0,8,1,0.7,0,8,1,0,1,8,1,75,8,1
2024/5/28,21.3,8,1,25.1,8,1,19.5,8,1,27.0,0,8,1,0.0,0,8,1,0,1,8,1,92,8,1
2024/5/29,22.5,8,1,30.5,8,1,17.3,8,1,0.0,0,8,1,11.4,0,8,1,0,1,8,1,63,8,1
2024/5/30,22.5,8,1,28.4,8,1,18.3,8,1,0.0,0,8,1,7.0,0,8,1,0,1,8,1,65,8,1
2024/5/31,18.0,8,1,22.1,8,1,15.8,8,1,49.0,0,8,1,0.0,0,8,1,0,1,8,1,92,8,1
2024/6/1,20.2,8,1,27.4,8,1,15.4,8,1,8.0,0,8,1,7.6,0,8,1,0,1,8,1,74,8,1
2024/6/2,18.4,8,1,23.4,8,1,16.6,8,1,6.5,0,8,1,1.8,0,8,1,0,1,8,1,85,8,1
2024/6/3,19.8,8,1,25.4,8,1,16.1,8,1,0.5,0,8,1,6.9,0,8,1,0,1,8,1,72,8,1
2024/6/4,18.9,8,1,26.6,8,1,14.3,8,1,29.5,0,8,1,7.6,0,8,1,0,1,8,1,73,8,1
2024/6/5,20.7,8,1,29.0,8,1,13.6,8,1,0,1,8,1,13.0,0,8,1,0,1,8,1,69,8,1
2024/6/6,21.7,8,1,27.6,8,1,18.6,8,1,0,1,8,1,4.2,0,8,1,0,1,8,1,67,8,1
2024/6/7,22.2,8,1,28.4,8,1,18.1,8,1,0,1,8,1,5.9,0,8,1,0,1,8,1,63,8,1
2024/6/8,22.2,8,1,29.6,8,1,16.2,8,1,0,1,8,1,11.6,0,8,1,0,1,8,1,61,8,1
2024/6/9,21.1,8,1,25.6,8,1,18.4,8,1,0.0,0,8,1,0.6,0,8,1,0,1,8,1,68,8,1
2024/6/10,21.7,8,1,28.8,8,1,16.9,8,1,10.0,0,8,1,8.7,0,8,1,0,1,8,1,75,8,1
2024/6/11,24.3,8,1,31.0,8,1,19.9,8,1,0.0,0,8,1,11.1,0,8,1,0,1,8,1,65,8,1
2024/6/12,25.1,8,1,32.2,8,1,20.5,8,1,0.0,0,8,1,10.6,0,8,1,0,1,8,1,66,8,1
2024/6/13,23.8,8,1,30.0,8,1,20.3,8,1,0,1,8,1,2.7,0,8,1,0,1,8,1,67,8,1
2024/6/14,25.6,8,1,33.6,8,1,18.8,8,1,0,1,8,1,12.0,0,8,1,0,1,8,1,62,8,1
2024/6/15,25.4,8,1,32.6,8,1,20.3,8,1,0.0,0,8,1,8.4,0,8,1,0,1,8,1,57,8,1
2024/6/16,23.3,8,1,29.6,8,1,18.1,8,1,5.5,0,8,1,7.5,0,8,1,0,1,8,1,77,8,1
2024/6/17,24.4,8,1,30.5,8,1,19.8,8,1,2.5,0,8,1,4.0,0,8,1,0,1,8,1,72,8,1
2024/6/18,17.9,8,1,20.0,8,1,16.9,8,1,72.5,0,8,1,0.0,0,8,1,0,1,8,1,97,8,1
2024/6/19,22.6,8,1,31.4,8,1,15.9,8,1,0.0,0,8,1,11.0,0,8,1,0,1,8,1,71,8,1
2024/6/20,23.2,8,1,28.6,8,1,18.1,8,1,0,1,8,1,5.2,0,8,1,0,1,8,1,73,8,1
2024/6/21,19.0,8,1,21.6,8,1,15.8,8,1,27.5,0,8,1,1.7,0,8,1,0,1,8,1,91,8,1
2024/6/22,21.4,8,1,28.5,8,1,14.8,8,1,0.0,0,8,1,5.6,0,8,1,0,1,8,1,76,8,1
2024/6/23,20.1,8,1,22.6,8,1,17.5,8,1,20.5,0,8,1,0.0,0,8,1,0,1,8,1,92,8,1
2024/6/24,25.7,8,1,32.2,8,1,20.7,8,1,0.0,0,8,1,2.2,0,8,1,0,1,8,1,81,8,1
2024/6/25,27.0,8,1,33.2,8,1,22.6,8,1,0,1,8,1,5.2,0,8,1,0,1,8,1,67,8,1
2024/6/26,26.9,8,1,33.2,8,1,23.1,8,1,0.0,0,8,1,2.7,0,8,1,0,1,8,1,60,8,1
2024/6/27,25.0,8,1,29.7,8,1,22.3,8,1,0,1,8,1,2.8,0,5,1,0,1,8,1,64,8,1
2024/6/28,20.8,8,1,22.7,8,1,19.8,8,1,61.0,0,8,1,0.0,0,8,1,0,1,8,1,96,8,1
2024/6/29,24.4,8,1,30.5,8,1,20.4,8,1,0.5,0,8,1,7.7,0,8,1,0,1,8,1,82,8,1
2024/6/30,24.6,8,1,26.3,8,1,22.6,8,1,0.0,0,8,1,0.3,0,8,1,0,1,8,1,82,8,1
2024/7/1,25.3,8,1,28.1,8,1,22.7,8,1,2.0,0,8,1,0.0,0,8,1,0,1,8,1,87,8,1
2024/7/2,26.9,8,1,31.2,8,1,23.2,8,1,0.0,0,8,1,5.3,0,8,1,0,1,8,1,76,8,1
2024/7/3,27.5,8,1,34.7,8,1,23.5,8,1,0.0,0,8,1,4.4,0,8,1,0,1,8,1,75,8,1
2024/7/4,29.8,8,1,36.9,8,1,24.8,8,1,0,1,8,1,7.0,0,8,1,0,1,8,1,64,8,1
2024/7/5,29.3,8,1,36.7,8,1,22.0,8,1,0,1,8,1,12.8,0,8,1,0,1,8,1,61,8,1
2024/7/6,28.2,8,1,33.0,8,1,24.6,8,1,0.5,0,8,1,3.0,0,8,1,0,1,8,1,74,8,1
2024/7/7,30.3,8,1,39.3,8,1,23.3,8,1,0,1,8,1,12.4,0,8,1,0,1,8,1,63,8,1
2024/7/8,27.6,8,1,31.2,8,1,24.7,8,1,0,1,8,1,0.8,0,8,1,0,1,8,1,72,8,1
2024/7/9,25.5,8,1,26.9,8,1,23.2,8,1,0.0,0,8,1,0.7,0,8,1,0,1,8,1,82,8,1
2024/7/10,26.4,8,1,29.9,8,1,23.0,8,1,0.0,0,8,1,0.0,0,8,1,0,1,8,1,78,8,1
2024/7/11,25.4,8,1,28.0,8,1,23.5,8,1,0.5,0,8,1,0.0,0,8,1,0,1,8,1,85,8,1
2024/7/12,22.5,8,1,23.7,8,1,21.6,8,1,45.0,0,8,1,0.0,0,8,1,0,1,8,1,95,8,1
2024/7/13,25.2,8,1,30.9,8,1,21.1,8,1,0,1,8,1,3.5,0,8,1,0,1,8,1,80,8,1
2024/7/14,25.9,8,1,29.9,8,1,22.9,8,1,0.0,0,8,1,0.2,0,8,1,0,1,8,1,80,8,1
2024/7/15,26.9,8,1,30.8,8,1,24.0,8,1,13.0,0,8,1,1.3,0,8,1,0,1,8,1,83,8,1
2024/7/16,24.2,8,1,26.4,8,1,23.3,8,1,24.0,0,8,1,0.0,0,8,1,0,1,8,1,95,8,1
2024/7/17,26.7,8,1,32.7,8,1,22.9,8,1,13.5,0,8,1,4.1,0,8,1,0,1,8,1,82,8,1
2024/7/18,28.6,8,1,35.5,8,1,24.3,8,1,0.0,0,8,1,7.9,0,8,1,0,1,8,1,73,8,1
2024/7/19,28.6,8,1,33.7,8,1,24.6,8,1,0,1,8,1,3.8,0,8,1,0,1,8,1,75,8,1
2024/7/20,30.4,8,1,37.1,8,1,26.4,8,1,0,1,8,1,7.5,0,8,1,0,1,8,1,69,8,1
2024/7/21,30.0,8,1,36.6,8,1,24.9,8,1,0,1,8,1,10.2,0,8,1,0,1,8,1,67,8,1
2024/7/22,31.1,8,1,39.4,8,1,26.4,8,1,0.0,0,8,1,9.8,0,8,1,0,1,8,1,64,8,1
2024/7/23,30.3,8,1,38.2,8,1,25.1,8,1,0,1,8,1,12.5,0,8,1,0,1,8,1,68,8,1
2024/7/24,28.2,8,1,33.6,8,1,25.6,8,1,2.0,0,8,1,3.7,0,8,1,0,1,8,1,71,8,1
2024/7/25,29.2,8,1,36.7,8,1,24.5,8,1,0.0,0,8,1,7.3,0,8,1,0,1,8,1,70,8,1
2024/7/26,30.0,8,1,36.9,8,1,24.8,8,1,0.0,0,8,1,9.3,0,8,1,0,1,8,1,68,8,1
2024/7/27,30.2,8,1,38.1,8,1,26.3,8,1,0.0,0,8,1,8.0,0,8,1,0,1,8,1,72,8,1
2024/7/28,30.4,8,1,37.3,8,1,25.2,8,1,0.0,0,8,1,8.7,0,8,1,0,1,8,1,69,8,1
2024/7/29,31.8,8,1,39.2,8,1,26.8,8,1,0,1,8,1,12.7,0,8,1,0,1,8,1,62,8,1
2024/7/30,29.2,8,1,37.4,8,1,24.8,8,1,6.0,0,8,1,5.0,0,8,1,0,1,8,1,71,8,1
2024/7/31,29.9,8,1,36.7,8,1,24.9,8,1,0.0,0,8,1,8.0,0,8,1,0,1,8,1,67,8,1
2024/8/1,29.8,8,1,37.1,8,1,24.4,8,1,0,1,8,1,12.9,0,8,1,0,1,8,1,62,8,1
2024/8/2,30.5,8,1,37.6,8,1,26.3,8,1,0,1,8,1,9.9,0,8,1,0,1,8,1,65,8,1
2024/8/3,31.1,8,1,37.8,8,1,27.2,8,1,0,1,8,1,9.3,0,8,1,0,1,8,1,67,8,1
2024/8/4,30.7,8,1,38.0,8,1,26.6,8,1,0.0,0,8,1,6.8,0,8,1,0,1,8,1,69,8,1
2024/8/5,29.5,8,1,37.1,8,1,26.7,8,1,0,1,8,1,5.3,0,8,1,0,1,8,1,74,8,1
2024/8/6,28.4,8,1,36.6,8,1,25.2,8,1,4.0,0,8,1,5.6,0,8,1,0,1,8,1,78,8,1
2024/8/7,28.4,8,1,35.8,8,1,22.5,8,1,64.0,0,8,1,5.7,0,8,1,0,1,8,1,77,8,1
2024/8/8,27.9,8,1,36.2,8,1,22.8,8,1,3.0,0,8,1,8.4,0,8,1,0,1,8,1,77,8,1
2024/8/9,29.2,8,1,36.5,8,1,25.6,8,1,0.0,0,8,1,6.8,0,8,1,0,1,8,1,73,8,1
2024/8/10,29.1,8,1,36.4,8,1,25.5,8,1,6.0,0,8,1,8.8,0,8,1,0,1,8,1,74,8,1
2024/8/11,29.9,8,1,37.6,8,1,24.5,8,1,0,1,8,1,12.1,0,8,1,0,1,8,1,68,8,1
2024/8/12,30.1,8,1,37.1,8,1,24.9,8,1,0.0,0,8,1,11.1,0,8,1,0,1,8,1,67,8,1
2024/8/13,30.3,8,1,37.6,8,1,27.0,8,1,0.0,0,8,1,8.6,0,8,1,0,1,8,1,68,8,1
2024/8/14,29.2,8,1,35.4,8,1,25.9,8,1,1.0,0,8,1,3.7,0,8,1,0,1,8,1,72,8,1
2024/8/15,29.2,8,1,35.3,8,1,25.5,8,1,0.0,0,8,1,5.7,0,8,1,0,1,8,1,74,8,1
2024/8/16,27.5,8,1,31.3,8,1,25.3,8,1,1.5,0,8,1,1.0,0,8,1,0,1,8,1,79,8,1
2024/8/17,29.8,8,1,38.1,8,1,23.5,8,1,0.0,0,8,1,9.5,0,8,1,0,1,8,1,70,8,1
2024/8/18,30.6,8,1,36.7,8,1,26.9,8,1,0,1,8,1,7.0,0,8,1,0,1,8,1,70,8,1
2024/8/19,30.5,8,1,36.2,8,1,27.2,8,1,0.0,0,8,1,4.1,0,8,1,0,1,8,1,72,8,1
