É_ÉEÉìÉçÅ[ÉhÇµÇΩéûçèÅF2026/04/07 17:31:23

,åyà‰ëÚ,åyà‰ëÚ,åyà‰ëÚ,åyà‰ëÚ,åyà‰ëÚ,åyà‰ëÚ,åyà‰ëÚ,åyà‰ëÚ,åyà‰ëÚ,åyà‰ëÚ,åyà‰ëÚ,åyà‰ëÚ,åyà‰ëÚ,åyà‰ëÚ,åyà‰ëÚ,åyà‰ëÚ,åyà‰ëÚ,åyà‰ëÚ,åyà‰ëÚ,åyà‰ëÚ,åyà‰ëÚ,åyà‰ëÚ,åyà‰ëÚ,åyà‰ëÚ
2023/7/21,19.7,8,1,23.6,8,1,17.0,8,1,0.0,0,8,1,5.0,0,8,1,0,1,8,1,90,8,1
2023/7/22,20.4,8,1,25.3,8,1,16.9,8,1,8.5,0,8,1,8.4,0,8,1,0,1,8,1,90,8,1
2023/7/23,21.7,8,1,27.0,8,1,17.7,8,1,0,1,8,1,9.8,0,8,1,0,1,8,1,85,8,1
2023/7/24,22.6,8,1,29.3,8,1,16.9,8,1,0,1,8,1,12.3,0,8,1,0,1,8,1,73,8,1
2023/7/25,22.8,8,1,30.6,8,1,15.7,8,1,0,1,8,1,12.1,0,8,1,0,1,8,1,68,8,1
2023/7/26,23.1,8,1,29.9,8,1,16.6,8,1,0.0,0,8,1,7.9,0,8,1,0,1,8,1,78,8,1
2023/7/27,22.6,8,1,29.9,8,1,17.7,8,1,5.0,0,8,1,7.1,0,8,1,0,1,8,1,86,8,1
2023/7/28,22.7,8,1,29.6,8,1,17.1,8,1,0,1,8,1,7.7,0,8,1,0,1,8,1,86,8,1
2023/7/29,23.5,8,1,30.7,8,1,17.0,8,1,0,1,8,1,11.5,0,8,1,0,1,8,1,76,8,1
2023/7/30,24.4,8,1,31.8,8,1,17.9,8,1,0,1,8,1,12.5,0,8,1,0,1,8,1,77,8,1
2023/7/31,24.3,8,1,31.4,8,1,18.5,8,1,0,1,8,1,9.8,0,8,1,0,1,8,1,79,8,1
2023/8/1,20.5,8,1,26.3,8,1,16.0,8,1,20.0,0,8,1,2.7,0,8,1,0,1,8,1,92,8,1
2023/8/2,21.5,8,1,29.3,8,1,15.7,8,1,0.0,0,8,1,10.3,0,8,1,0,1,8,1,83,8,1
2023/8/3,23.1,8,1,29.9,8,1,17.0,8,1,0,1,8,1,11.9,0,8,1,0,1,8,1,79,8,1
2023/8/4,23.3,8,1,30.7,8,1,18.2,8,1,12.0,0,8,1,11.5,0,8,1,0,1,8,1,82,8,1
2023/8/5,23.5,8,1,29.0,8,1,18.2,8,1,0,1,8,1,11.5,0,8,1,0,1,8,1,86,8,1
2023/8/6,23.1,8,1,27.2,8,1,20.3,8,1,0.0,0,8,1,7.2,0,8,1,0,1,8,1,88,8,1
2023/8/7,22.0,8,1,26.0,8,1,20.5,8,1,1.5,0,8,1,1.8,0,8,1,0,1,8,1,93,8,1
2023/8/8,22.2,8,1,26.0,8,1,19.8,8,1,0.0,0,8,1,3.7,0,8,1,0,1,8,1,90,8,1
2023/8/9,21.7,8,1,25.0,8,1,20.8,8,1,7.5,0,8,1,0.0,0,8,1,0,1,8,1,99,8,1
2023/8/10,22.1,8,1,25.5,8,1,20.0,8,1,3.0,0,8,1,9.7,0,8,1,0,1,8,1,90,8,1
2023/8/11,22.3,8,1,27.0,8,1,18.4,8,1,0.0,0,8,1,9.4,0,8,1,0,1,8,1,86,8,1
2023/8/12,22.8,8,1,28.4,8,1,17.9,8,1,0,1,8,1,10.1,0,8,1,0,1,8,1,86,8,1
2023/8/13,22.9,8,1,28.0,8,1,20.0,8,1,4.5,0,8,1,7.4,0,8,1,0,1,8,1,89,8,1
2023/8/14,21.7,8,1,24.7,8,1,20.7,8,1,26.5,0,8,1,0.8,0,8,1,0,1,8,1,98,8,1
2023/8/15,22.1,8,1,26.0,8,1,20.6,8,1,16.5,0,8,1,1.8,0,8,1,0,1,8,1,97,8,1
2023/8/16,21.4,8,1,23.9,8,1,20.0,8,1,0.5,0,8,1,0.4,0,8,1,0,1,8,1,95,8,1
2023/8/17,22.4,8,1,28.9,8,1,18.4,8,1,1.0,0,8,1,8.2,0,8,1,0,1,8,1,91,8,1
2023/8/18,23.6,8,1,28.9,8,1,18.8,8,1,11.0,0,8,1,9.2,0,8,1,0,1,8,1,89,8,1
2023/8/19,22.6,8,1,28.8,8,1,20.2,8,1,9.5,0,8,1,5.9,0,8,1,0,1,8,1,94,8,1
2023/8/20,22.8,8,1,28.8,8,1,19.3,8,1,0.5,0,8,1,3.2,0,8,1,0,1,8,1,94,8,1
2023/8/21,23.6,8,1,28.2,8,1,20.9,8,1,0,1,8,1,8.1,0,8,1,0,1,8,1,89,8,1
2023/8/22,23.1,8,1,27.0,8,1,20.9,8,1,0,1,8,1,6.2,0,8,1,0,1,8,1,91,8,1
2023/8/23,22.2,8,1,25.3,8,1,20.6,8,1,31.0,0,8,1,0.7,0,8,1,0,1,8,1,98,8,1
2023/8/24,22.5,8,1,26.2,8,1,20.7,8,1,1.5,0,8,1,3.0,0,8,1,0,1,8,1,96,8,1
2023/8/25,23.0,8,1,27.7,8,1,19.1,8,1,0,1,8,1,9.6,0,8,1,0,1,8,1,88,8,1
2023/8/26,22.7,8,1,27.6,8,1,18.0,8,1,0.0,0,8,1,11.2,0,8,1,0,1,8,1,84,8,1
2023/8/27,21.6,8,1,26.8,8,1,17.7,8,1,0,1,8,1,10.4,0,8,1,0,1,8,1,86,8,1
2023/8/28,22.0,8,1,27.5,8,1,18.9,8,1,0,1,8,1,6.8,0,8,1,0,1,8,1,90,8,1
2023/8/29,23.3,8,1,28.4,8,1,18.7,8,1,0,1,8,1,11.3,0,8,1,0,1,8,1,87,8,1
2023/8/30,22.5,8,1,27.2,8,1,17.7,8,1,0,1,8,1,6.9,0,8,1,0,1,8,1,90,8,1
2023/8/31,21.9,8,1,27.1,8,1,18.0,8,1,0,1,8,1,4.6,0,8,1,0,1,8,1,89,8,1
2023/9/1,21.9,8,1,28.7,8,1,15.5,8,1,0,1,8,1,11.2,0,8,1,0,1,8,1,83,8,1
2023/9/2,21.9,8,1,27.2,8,1,15.8,8,1,0,1,8,1,9.7,0,8,1,0,1,8,1,86,8,1
2023/9/3,21.9,8,1,26.7,8,1,16.9,8,1,0.0,0,8,1,10.0,0,8,1,0,1,8,1,87,8,1
2023/9/4,20.7,8,1,23.6,8,1,18.8,8,1,2.0,0,8,1,0.1,0,8,1,0,1,8,1,97,8,1
2023/9/5,23.2,8,1,31.1,8,1,19.2,8,1,22.0,0,8,1,8.1,0,8,1,0,1,8,1,89,8,1
2023/9/6,19.9,8,1,25.4,8,1,17.4,8,1,5.5,0,8,1,0.4,0,8,1,0,1,8,1,97,8,1
2023/9/7,19.6,8,1,25.0,8,1,16.6,8,1,0.0,0,8,1,6.7,0,8,1,0,1,8,1,88,8,1
2023/9/8,16.9,8,1,18.3,8,1,15.7,8,1,30.5,0,8,1,0.0,0,8,1,0,1,8,1,100,8,1
2023/9/9,20.8,8,1,25.4,8,1,17.3,8,1,0,1,8,1,4.1,0,8,1,0,1,8,1,96,8,1
2023/9/10,22.1,8,1,27.3,8,1,19.3,8,1,0.5,0,8,1,7.0,0,8,1,0,1,8,1,92,8,1
2023/9/11,21.4,8,1,25.4,8,1,19.5,8,1,0.0,0,8,1,3.9,0,8,1,0,1,8,1,91,8,1
2023/9/12,21.2,8,1,26.0,8,1,18.1,8,1,0,1,8,1,6.5,0,8,1,0,1,8,1,89,8,1
2023/9/13,21.5,8,1,26.3,8,1,18.7,8,1,0,1,8,1,9.4,0,8,1,0,1,8,1,85,8,1
2023/9/14,21.3,8,1,28.2,8,1,17.1,8,1,0,1,8,1,7.4,0,8,1,0,1,8,1,90,8,1
2023/9/15,21.6,8,1,27.4,8,1,18.8,8,1,5.0,0,8,1,5.6,0,8,1,0,1,8,1,92,8,1
2023/9/16,22.0,8,1,28.0,8,1,19.0,8,1,21.0,0,8,1,6.7,0,8,1,0,1,8,1,94,8,1
2023/9/17,22.1,8,1,26.6,8,1,18.4,8,1,0,1,8,1,7.4,0,8,1,0,1,8,1,93,8,1
2023/9/18,21.8,8,1,27.7,8,1,18.0,8,1,0.5,0,8,1,9.9,0,8,1,0,1,8,1,90,8,1
2023/9/19,21.9,8,1,28.2,8,1,17.2,8,1,0,1,8,1,10.4,0,8,1,0,1,8,1,87,8,1
2023/9/20,21.0,8,1,26.9,8,1,18.2,8,1,0,1,8,1,4.9,0,8,1,0,1,8,1,89,8,1
2023/9/21,19.4,8,1,21.3,8,1,18.5,8,1,20.5,0,8,1,0.1,0,8,1,0,1,8,1,99,8,1
2023/9/22,18.7,8,1,22.3,8,1,16.8,8,1,0.5,0,8,1,1.3,0,8,1,0,1,8,1,98,8,1
2023/9/23,16.3,8,1,22.1,8,1,12.4,8,1,16.5,0,8,1,2.8,0,8,1,0,1,8,1,94,8,1
2023/9/24,14.4,8,1,19.8,8,1,10.1,8,1,0,1,8,1,10.4,0,8,1,0,1,8,1,82,8,1
2023/9/25,14.7,8,1,20.3,8,1,8.6,8,1,0,1,8,1,8.7,0,8,1,0,1,8,1,82,8,1
2023/9/26,16.5,8,1,22.1,8,1,11.2,8,1,0.0,0,8,1,2.9,0,8,1,0,1,8,1,87,8,1
2023/9/27,19.6,8,1,26.0,8,1,15.7,8,1,0.0,0,8,1,4.5,0,8,1,0,1,8,1,88,8,1
2023/9/28,20.5,8,1,27.3,8,1,17.4,8,1,0.0,0,8,1,4.7,0,8,1,0,1,8,1,89,8,1
2023/9/29,18.8,8,1,24.6,8,1,15.0,8,1,0,1,8,1,7.7,0,8,1,0,1,8,1,85,8,1
2023/9/30,17.9,8,1,21.0,8,1,16.3,8,1,0.0,0,8,1,0.8,0,8,1,0,1,8,1,96,8,1
2023/10/1,16.7,8,1,19.4,8,1,13.6,8,1,13.5,0,8,1,0.3,0,8,1,0,1,8,1,100,8,1
2023/10/2,13.0,8,1,19.0,8,1,6.8,8,1,0,1,8,1,9.6,0,8,1,0,1,8,1,83,8,1
2023/10/3,12.3,8,1,19.4,8,1,5.6,8,1,0.0,0,8,1,7.7,0,8,1,0,1,8,1,84,8,1
2023/10/4,12.4,8,1,15.3,8,1,10.9,8,1,24.0,0,8,1,0.0,0,8,1,0,1,8,1,99,8,1
2023/10/5,12.5,8,1,19.2,8,1,5.3,8,1,0.0,0,8,1,5.7,0,8,1,0,1,8,1,81,8,1
2023/10/6,9.3,8,1,16.5,8,1,3.7,8,1,0,1,8,1,11.1,0,8,1,0,1,8,1,75,8,1
2023/10/7,9.3,8,1,16.7,8,1,4.4,8,1,0,1,8,1,9.2,0,8,1,0,1,8,1,80,8,1
2023/10/8,8.7,8,1,13.6,8,1,5.3,8,1,0.5,0,8,1,1.0,0,8,1,0,1,8,1,85,8,1
2023/10/9,10.9,8,1,12.9,8,1,7.6,8,1,28.5,0,8,1,0.0,0,8,1,0,1,8,1,100,8,1
2023/10/10,12.3,8,1,19.1,8,1,9.1,8,1,2.0,0,8,1,1.8,0,8,1,0,1,8,1,97,8,1
2023/10/11,10.0,8,1,17.0,8,1,6.0,8,1,0,1,8,1,4.9,0,5,1,0,1,8,1,88,8,1
2023/10/12,10.1,8,1,17.2,8,1,5.1,8,1,0,1,8,1,7.8,0,8,1,0,1,8,1,87,8,1
2023/10/13,8.8,8,1,15.9,8,1,3.6,8,1,0,1,8,1,7.9,0,8,1,0,1,8,1,87,8,1
2023/10/14,9.2,8,1,17.7,8,1,1.6,8,1,0.0,0,8,1,8.2,0,8,1,0,1,8,1,82,8,1
2023/10/15,9.5,8,1,12.6,8,1,7.9,8,1,17.0,0,8,1,0.7,0,8,1,0,1,8,1,100,8,1
2023/10/16,10.2,8,1,18.2,8,1,5.5,8,1,0,1,8,1,10.4,0,8,1,0,1,8,1,87,8,1
2023/10/17,9.6,8,1,17.5,8,1,3.2,8,1,0,1,8,1,8.8,0,8,1,0,1,8,1,80,8,1
2023/10/18,9.5,8,1,18.6,8,1,2.0,8,1,0,1,8,1,10.3,0,8,1,0,1,8,1,85,8,1
2023/10/19,10.6,8,1,17.8,8,1,5.5,8,1,0,1,8,1,8.9,0,8,1,0,1,8,1,86,8,1
2023/10/20,12.8,8,1,20.9,8,1,5.2,8,1,1.5,0,8,1,4.7,0,8,1,0,1,8,1,79,8,1
2023/10/21,7.4,8,1,14.9,8,1,0.8,8,1,0.0,0,8,1,5.6,0,8,1,0,1,8,1,85,8,1
2023/10/22,5.3,8,1,14.1,8,1,-0.5,8,1,0,1,8,1,10.2,0,8,1,0,1,8,1,81,8,1
2023/10/23,8.3,8,1,17.1,8,1,1.0,8,1,0,1,8,1,9.9,0,8,1,0,1,8,1,77,8,1
2023/10/24,10.0,8,1,16.7,8,1,4.2,8,1,0,1,8,1,10.4,0,8,1,0,1,8,1,78,8,1
2023/10/25,8.5,8,1,15.7,8,1,3.8,8,1,0,1,8,1,9.4,0,8,1,0,1,8,1,83,8,1
2023/10/26,8.8,8,1,16.7,8,1,5.0,8,1,0,1,8,1,7.3,0,8,1,0,1,8,1,86,8,1
2023/10/27,8.9,8,1,17.5,8,1,2.5,8,1,4.0,0,8,1,8.4,0,8,1,0,1,8,1,82,8,1
2023/10/28,9.1,8,1,14.7,8,1,5.7,8,1,0.0,0,8,1,5.5,0,8,1,0,1,8,1,88,8,1
2023/10/29,7.1,8,1,14.3,8,1,2.7,8,1,0,1,8,1,5.1,0,8,1,0,1,8,1,87,8,1
2023/10/30,9.5,8,1,16.2,8,1,5.3,8,1,0,1,8,1,7.8,0,8,1,0,1,8,1,84,8,1
2023/10/31,9.4,8,1,16.0,8,1,3.2,8,1,0,1,8,1,9.4,0,8,1,0,1,8,1,88,8,1
2023/11/1,9.2,8,1,18.1,8,1,3.6,8,1,0,1,8,1,9.8,0,8,1,0,1,8,1,82,8,1
2023/11/2,12.0,8,1,20.7,8,1,5.7,8,1,0,1,8,1,9.7,0,8,1,0,1,8,1,65,8,1
2023/11/3,11.6,8,1,23.3,8,1,4.7,8,1,0,1,8,1,9.9,0,8,1,0,1,8,1,74,8,1
2023/11/4,11.5,8,1,20.2,8,1,4.5,8,1,0,1,8,1,4.3,0,8,1,0,1,8,1,68,8,1
2023/11/5,12.3,8,1,16.9,8,1,7.8,8,1,0,1,8,1,3.7,0,8,1,0,1,8,1,89,8,1
2023/11/6,13.1,8,1,16.9,8,1,10.2,8,1,0.0,0,8,1,1.3,0,8,1,0,1,8,1,93,8,1
2023/11/7,12.5,8,1,19.0,8,1,4.3,8,1,14.5,0,8,1,5.3,0,8,1,0,1,8,1,87,8,1
2023/11/8,7.7,8,1,13.8,8,1,3.4,8,1,0,1,8,1,6.5,0,8,1,0,1,8,1,87,8,1
2023/11/9,8.2,8,1,14.5,8,1,4.5,8,1,0,1,8,1,7.9,0,8,1,0,1,8,1,88,8,1
2023/11/10,8.0,8,1,10.9,8,1,3.7,8,1,3.0,0,8,1,0.0,0,8,1,0,1,8,1,98,8,1
2023/11/11,3.2,8,1,8.3,8,1,-1.1,8,1,0,1,8,1,6.4,0,8,1,0,1,8,1,88,8,1
2023/11/12,2.8,8,1,7.7,8,1,0.2,8,1,0.5,0,8,1,2.8,0,8,1,0,1,8,1,86,8,1
2023/11/13,0.9,8,1,6.2,8,1,-2.9,8,1,0.0,0,8,1,5.6,0,8,1,0,1,8,1,84,8,1
2023/11/14,1.0,8,1,10.0,8,1,-4.4,8,1,0,1,8,1,9.9,0,8,1,0,1,8,1,81,8,1
2023/11/15,2.4,8,1,10.1,8,1,-2.9,8,1,0,1,8,1,8.4,0,8,1,0,1,8,1,86,8,1
2023/11/16,4.3,8,1,11.0,8,1,-1.9,8,1,0,1,8,1,6.8,0,8,1,0,1,8,1,82,8,1
2023/11/17,6.0,8,1,8.3,8,1,1.6,8,1,12.5,0,8,1,0.5,0,8,1,0,1,8,1,95,8,1
2023/11/18,1.1,8,1,6.8,8,1,-2.0,8,1,0.0,0,8,1,4.3,0,8,1,1,0,8,1,75,8,1
2023/11/19,3.9,8,1,13.1,8,1,-2.2,8,1,0,1,8,1,9.6,0,8,1,0,1,8,1,83,8,1
2023/11/20,3.9,8,1,9.1,8,1,-1.1,8,1,0.0,0,8,1,8.0,0,8,1,0,1,8,1,75,8,1
2023/11/21,3.8,8,1,14.0,8,1,-2.9,8,1,0,1,8,1,9.5,0,8,1,0,1,8,1,79,8,1
2023/11/22,6.5,8,1,17.5,8,1,-0.9,8,1,0,1,8,1,9.5,0,8,1,0,1,8,1,67,8,1
2023/11/23,11.1,8,1,19.2,8,1,3.4,8,1,0,1,8,1,7.6,0,8,1,0,1,8,1,51,8,1
2023/11/24,9.4,8,1,15.3,8,1,-0.6,8,1,0,1,8,1,9.0,0,8,1,0,1,8,1,57,8,1
2023/11/25,-0.1,8,1,4.8,8,1,-2.6,8,1,0,1,8,1,7.3,0,8,1,0,1,8,1,85,8,1
2023/11/26,1.0,8,1,8.5,8,1,-3.2,8,1,0,1,8,1,7.5,0,8,1,0,1,8,1,84,8,1
2023/11/27,5.1,8,1,12.9,8,1,-2.8,8,1,0,1,8,1,9.3,0,8,1,0,1,8,1,78,8,1
2023/11/28,6.6,8,1,14.5,8,1,-0.9,8,1,1.0,0,8,1,4.9,0,8,1,0,1,8,1,74,8,1
2023/11/29,3.1,8,1,8.5,8,1,-0.1,8,1,0,1,8,1,5.7,0,8,1,0,1,8,1,67,8,1
2023/11/30,1.6,8,1,7.1,8,1,-4.7,8,1,0,1,8,1,7.3,0,8,1,0,1,8,1,73,8,1
2023/12/1,-0.5,8,1,5.4,8,1,-5.0,8,1,0.0,0,8,1,4.5,0,8,1,0,1,8,1,79,8,1
2023/12/2,-0.7,8,1,6.5,8,1,-5.1,8,1,0,1,8,1,7.0,0,8,1,0,1,8,1,81,8,1
2023/12/3,-0.4,8,1,7.3,8,1,-5.8,8,1,0,1,8,1,5.0,0,8,1,0,1,8,1,78,8,1
2023/12/4,-1.0,8,1,6.0,8,1,-4.0,8,1,0,1,8,1,6.0,0,8,1,0,1,8,1,83,8,1
2023/12/5,0.5,8,1,4.1,8,1,-4.0,8,1,0,1,8,1,0.2,0,8,1,0,1,8,1,78,8,1
2023/12/6,3.8,8,1,11.6,8,1,-0.7,8,1,0,1,8,1,8.4,0,8,1,0,1,8,1,69,8,1
2023/12/7,3.5,8,1,10.1,8,1,-2.5,8,1,0.0,0,8,1,4.4,0,8,1,0,1,8,1,68,8,1
2023/12/8,2.2,8,1,10.3,8,1,-4.2,8,1,0,1,8,1,9.1,0,8,1,0,1,8,1,68,8,1
2023/12/9,5.1,8,1,16.6,8,1,-2.3,8,1,0,1,8,1,9.0,0,8,1,0,1,8,1,58,8,1
2023/12/10,4.9,8,1,13.3,8,1,-1.9,8,1,0,1,8,1,9.1,0,8,1,0,1,8,1,70,8,1
2023/12/11,5.4,8,1,10.4,8,1,2.4,8,1,1.0,0,8,1,4.3,0,8,1,0,1,8,1,93,8,1
2023/12/12,5.3,8,1,9.8,8,1,0.3,8,1,6.5,0,8,1,1.0,0,8,1,0,1,8,1,98,8,1
2023/12/13,0.5,8,1,5.8,8,1,-2.2,8,1,0,1,8,1,6.0,0,8,1,0,1,8,1,89,8,1
2023/12/14,0.3,8,1,6.6,8,1,-2.2,8,1,0,1,8,1,4.5,0,8,1,0,1,8,1,92,8,1
2023/12/15,8.3,8,1,15.4,8,1,-0.3,8,1,0.0,0,8,1,1.0,0,8,1,0,1,8,1,86,8,1
2023/12/16,12.1,8,1,15.9,8,1,6.9,8,1,10.0,0,8,1,0.4,0,8,1,0,1,8,1,79,8,1
2023/12/17,-0.3,8,1,7.0,8,1,-5.4,8,1,0.0,0,8,1,6.0,0,8,1,0,1,8,1,54,8,1
2023/12/18,-3.9,8,1,2.6,8,1,-9.1,8,1,0,1,8,1,8.4,0,8,1,0,1,8,1,74,8,1
2023/12/19,-2.2,8,1,3.4,8,1,-6.0,8,1,0,1,8,1,5.3,0,8,1,0,1,8,1,76,8,1
2023/12/20,0.8,8,1,7.2,8,1,-5.1,8,1,0,1,8,1,8.2,0,8,1,0,1,8,1,65,8,1
2023/12/21,-1.7,8,1,2.5,8,1,-6.3,8,1,0,1,8,1,6.5,0,8,1,0,1,8,1,59,8,1
2023/12/22,-4.5,8,1,-0.1,8,1,-7.5,8,1,0.0,0,8,1,5.8,0,8,1,1,0,8,1,66,8,1
2023/12/23,-4.9,8,1,1.5,8,1,-9.8,8,1,0.0,0,8,1,8.7,0,8,1,0,1,8,1,75,8,1
2023/12/24,-3.6,8,1,2.9,8,1,-8.6,8,1,0,1,8,1,7.5,0,8,1,0,1,8,1,76,8,1
2023/12/25,-1.3,8,1,6.1,8,1,-6.9,8,1,0,1,8,1,8.6,0,8,1,0,1,8,1,68,8,1
2023/12/26,-0.8,8,1,6.7,8,1,-4.8,8,1,0.0,0,8,1,6.9,0,8,1,0,1,8,1,77,8,1
2023/12/27,-1.5,8,1,3.5,8,1,-5.1,8,1,0,1,8,1,4.8,0,8,1,0,1,8,1,88,8,1
2023/12/28,-2.8,8,1,3.3,8,1,-5.8,8,1,0.0,0,8,1,6.6,0,8,1,0,1,8,1,86,8,1
2023/12/29,-0.7,8,1,8.0,8,1,-5.5,8,1,0,1,8,1,9.1,0,8,1,0,1,8,1,81,8,1
2023/12/30,0.5,8,1,8.5,8,1,-3.9,8,1,0,1,8,1,6.4,0,8,1,0,1,8,1,82,8,1
2023/12/31,4.2,8,1,9.6,8,1,-0.9,8,1,3.5,0,8,1,2.0,0,8,1,0,1,8,1,89,8,1
2024/1/1,-1.6,8,1,2.7,8,1,-6.7,8,1,0.0,0,8,1,7.6,0,8,1,0,1,8,1,84,8,1
2024/1/2,0.2,8,1,9.9,8,1,-6.1,8,1,0,1,8,1,7.0,0,8,1,0,1,8,1,76,8,1
2024/1/3,0.3,8,1,5.3,8,1,-3.7,8,1,0.5,0,8,1,2.8,0,8,1,0,1,8,1,87,8,1
2024/1/4,0.2,8,1,6.0,8,1,-3.8,8,1,0.0,0,8,1,5.9,0,8,1,0,1,8,1,83,8,1
2024/1/5,0.5,8,1,10.8,8,1,-6.2,8,1,0,1,8,1,8.8,0,8,1,0,1,8,1,64,8,1
2024/1/6,4.6,8,1,10.5,8,1,-2.9,8,1,0,1,8,1,9.2,0,8,1,0,1,8,1,61,8,1
2024/1/7,-0.3,8,1,4.0,8,1,-5.0,8,1,0.0,0,8,1,7.2,0,8,1,0,1,8,1,68,8,1
2024/1/8,-5.1,8,1,-0.5,8,1,-9.9,8,1,0.0,0,8,1,8.4,0,8,1,3,0,8,1,76,8,1
2024/1/9,-2.3,8,1,6.9,8,1,-10.8,8,1,0,1,8,1,9.3,0,8,1,0,1,8,1,64,8,1
2024/1/10,-1.0,8,1,4.5,8,1,-5.7,8,1,0,1,8,1,5.9,0,8,1,0,1,8,1,76,8,1
2024/1/11,-4.3,8,1,2.1,8,1,-7.8,8,1,0,1,8,1,3.6,0,8,1,0,1,8,1,71,8,1
2024/1/12,0.6,8,1,7.3,8,1,-8.1,8,1,0.0,0,8,1,9.2,0,8,1,0,1,8,1,60,8,1
2024/1/13,-3.7,8,1,2.3,8,1,-7.7,8,1,0.0,0,8,1,2.6,0,8,1,2,0,8,1,94,8,1
2024/1/14,-1.3,8,1,6.0,8,1,-9.8,8,1,0.0,0,8,1,9.4,0,8,1,0,1,8,1,55,8,1
2024/1/15,-2.4,8,1,2.0,8,1,-7.3,8,1,0.0,0,8,1,4.6,0,8,1,1,0,8,1,74,8,1
2024/1/16,-6.5,8,1,-4.2,8,1,-8.6,8,1,0.0,0,8,1,3.8,0,8,1,2,0,8,1,84,8,1
2024/1/17,-2.6,8,1,6.1,8,1,-10.3,8,1,0,1,8,1,9.5,0,8,1,0,1,8,1,64,8,1
2024/1/18,4.3,8,1,10.3,8,1,-2.4,8,1,0,1,8,1,4.7,0,8,1,0,1,8,1,65,8,1
2024/1/19,0.5,8,1,4.7,8,1,-2.9,8,1,0,1,8,1,5.1,0,8,1,0,1,8,1,93,8,1
2024/1/20,-1.0,8,1,0.8,8,1,-2.0,8,1,6.0,0,8,1,0.0,0,8,1,7,0,8,1,98,8,1
2024/1/21,2.4,8,1,5.1,8,1,0.5,8,1,9.0,0,8,1,0.0,0,8,1,0,1,8,1,99,8,1
2024/1/22,2.8,8,1,7.8,8,1,-0.1,8,1,0.0,0,8,1,3.3,0,8,1,0,1,8,1,91,8,1
2024/1/23,0.6,8,1,5.1,8,1,-5.0,8,1,0,1,8,1,9.3,0,8,1,0,1,8,1,62,8,1
2024/1/24,-6.4,8,1,-2.7,8,1,-9.9,8,1,0.5,0,8,1,8.6,0,8,1,1,0,8,1,74,8,1
2024/1/25,-5.9,8,1,-1.5,8,1,-9.8,8,1,0.0,0,8,1,9.6,0,8,1,0,1,8,1,65,8,1
2024/1/26,-4.4,8,1,2.1,8,1,-10.5,8,1,0,1,8,1,9.6,0,8,1,0,1,8,1,70,8,1
2024/1/27,-3.4,8,1,3.8,8,1,-7.3,8,1,0,1,8,1,9.7,0,8,1,0,1,8,1,72,8,1
2024/1/28,-3.7,8,1,2.4,8,1,-9.5,8,1,0,1,8,1,5.8,0,8,1,0,1,8,1,81,8,1
2024/1/29,-3.5,8,1,4.2,8,1,-9.5,8,1,0,1,8,1,9.8,0,8,1,0,1,8,1,78,8,1
2024/1/30,-2.1,8,1,6.2,8,1,-8.5,8,1,0,1,8,1,9.9,0,8,1,0,1,8,1,70,8,1
2024/1/31,2.8,8,1,9.4,8,1,-6.0,8,1,0.0,0,8,1,7.3,0,8,1,0,1,8,1,68,8,1
2024/2/1,-0.3,8,1,7.2,8,1,-7.0,8,1,3.0,0,8,1,6.5,0,8,1,0,1,8,1,84,8,1
2024/2/2,-5.5,8,1,0.9,8,1,-10.3,8,1,0,1,8,1,9.1,0,8,1,0,1,8,1,83,8,1
2024/2/3,-3.3,8,1,2.9,8,1,-10.5,8,1,0,1,8,1,6.2,0,8,1,0,1,8,1,81,8,1
2024/2/4,-3.7,8,1,0.9,8,1,-8.1,8,1,0.0,0,8,1,2.8,0,8,1,1,0,8,1,91,8,1
2024/2/5,-4.8,8,1,-2.6,8,1,-9.2,8,1,27.5,0,8,1,0.0,0,8,1,28,0,8,1,96,8,1
2024/2/6,-3.6,8,1,-0.2,8,1,-6.0,8,1,1.0,0,8,1,1.4,0,8,1,1,0,8,1,97,8,1
2024/2/7,-3.2,8,1,2.7,8,1,-7.7,8,1,0,1,8,1,9.9,0,8,1,0,1,8,1,89,8,1
2024/2/8,-3.6,8,1,1.4,8,1,-6.2,8,1,0,1,8,1,6.9,0,8,1,0,1,8,1,89,8,1
2024/2/9,-3.1,8,1,2.1,8,1,-6.2,8,1,0,1,8,1,5.4,0,8,1,0,1,8,1,87,8,1
2024/2/10,-2.3,8,1,5.7,8,1,-9.9,8,1,0,1,8,1,8.0,0,8,1,0,1,8,1,78,8,1
2024/2/11,-2.2,8,1,3.4,8,1,-6.8,8,1,0.0,0,8,1,6.5,0,8,1,1,0,8,1,83,8,1
2024/2/12,-2.6,8,1,3.8,8,1,-6.6,8,1,0.0,0,8,1,7.1,0,8,1,0,1,8,1,80,8,1
2024/2/13,3.7,8,1,11.5,8,1,-6.4,8,1,0,1,8,1,10.1,0,8,1,0,1,8,1,43,8,1
2024/2/14,5.6,8,1,13.8,8,1,-2.0,8,1,0,1,8,1,7.3,0,8,1,0,1,8,1,45,8,1
2024/2/15,8.4,8,1,11.7,8,1,4.3,8,1,3.5,0,8,1,2.5,0,8,1,0,1,8,1,69,8,1
2024/2/16,-0.2,8,1,8.0,8,1,-3.4,8,1,0.5,0,8,1,10.3,0,8,1,0,1,8,1,72,8,1
