É_ÉEÉìÉçÅ[ÉhÇµÇΩéûçèÅF2026/04/07 17:19:33

,ìﬂîe,ìﬂîe,ìﬂîe,ìﬂîe,ìﬂîe,ìﬂîe,ìﬂîe,ìﬂîe,ìﬂîe,ìﬂîe,ìﬂîe,ìﬂîe,ìﬂîe,ìﬂîe,ìﬂîe,ìﬂîe,ìﬂîe,ìﬂîe,ìﬂîe,ìﬂîe,ìﬂîe,ìﬂîe,ìﬂîe,ìﬂîe
2024/1/13,16.5,8,1,20.1,8,1,12.2,8,1,0,1,8,1,8.7,0,8,1,,,0,1,63,8,1
2024/1/14,17.7,8,1,22.0,8,1,13.4,8,1,0,1,8,1,6.5,0,8,1,,,0,1,62,8,1
2024/1/15,17.7,8,1,22.2,8,1,14.2,8,1,0.0,0,8,1,5.5,0,8,1,,,0,1,68,8,1
2024/1/16,17.7,8,1,19.8,8,1,15.3,8,1,0,1,8,1,3.3,0,8,1,,,0,1,54,8,1
2024/1/17,20.4,8,1,22.9,8,1,18.0,8,1,0.0,0,8,1,4.8,0,8,1,,,0,1,60,8,1
2024/1/18,21.8,8,1,24.5,8,1,20.0,8,1,0.0,0,8,1,8.8,0,8,1,,,0,1,67,8,1
2024/1/19,22.6,8,1,25.6,8,1,20.8,8,1,0.0,0,8,1,3.8,0,8,1,,,0,1,73,8,1
2024/1/20,22.7,8,1,26.3,8,1,20.8,8,1,0.0,0,8,1,4.3,0,8,1,,,0,1,79,8,1
2024/1/21,19.7,8,1,22.2,8,1,19.0,8,1,27.0,0,8,1,0.0,0,8,1,,,0,1,81,8,1
2024/1/22,17.7,8,1,19.8,8,1,14.5,8,1,0.0,0,8,1,0.6,0,8,1,,,0,1,73,8,1
2024/1/23,13.2,8,1,14.9,8,1,12.0,8,1,6.0,0,8,1,0.0,0,8,1,,,0,1,75,8,1
2024/1/24,13.3,8,1,14.5,8,1,12.4,8,1,0.0,0,8,1,0.0,0,8,1,,,0,1,60,8,1
2024/1/25,15.2,8,1,17.5,8,1,13.1,8,1,0.0,0,8,1,1.4,0,8,1,,,0,1,63,8,1
2024/1/26,16.1,8,1,17.8,8,1,15.1,8,1,0.0,0,8,1,0.1,0,8,1,,,0,1,62,8,1
2024/1/27,16.2,8,1,18.1,8,1,14.3,8,1,0.0,0,8,1,0.0,0,8,1,,,0,1,69,8,1
2024/1/28,16.2,8,1,18.2,8,1,13.8,8,1,0.0,0,8,1,2.8,0,8,1,,,0,1,66,8,1
2024/1/29,16.3,8,1,20.2,5,1,12.6,8,1,0,1,8,1,8.0,0,8,1,,,0,1,58,8,1
2024/1/30,19.4,8,1,21.7,8,1,15.8,8,1,0.0,0,8,1,1.0,0,8,1,,,0,1,64,8,1
2024/1/31,22.1,8,1,25.2,8,1,20.1,8,1,0,1,8,1,6.2,0,8,1,,,0,1,74,8,1
2024/2/1,21.8,8,1,25.1,8,1,18.6,8,1,0,1,8,1,7.8,0,8,1,,,0,1,76,8,1
2024/2/2,21.8,8,1,25.4,8,1,18.8,8,1,0,1,8,1,10.0,0,8,1,,,0,1,80,8,1
2024/2/3,21.6,8,1,25.7,8,1,18.5,8,1,1.0,0,8,1,4.6,0,8,1,,,0,1,85,8,1
2024/2/4,22.0,8,1,24.8,8,1,19.5,8,1,2.0,0,8,1,3.3,0,8,1,,,0,1,87,8,1
2024/2/5,19.3,8,1,23.0,8,1,16.4,8,1,6.5,0,8,1,0.4,0,8,1,,,0,1,80,8,1
2024/2/6,17.6,8,1,19.3,8,1,16.4,8,1,0.0,0,8,1,2.5,0,8,1,,,0,1,63,8,1
2024/2/7,17.5,8,1,21.4,8,1,15.8,8,1,6.5,0,8,1,0.5,0,8,1,,,0,1,79,8,1
2024/2/8,16.7,8,1,19.1,8,1,15.6,8,1,4.0,0,8,1,0.4,0,8,1,,,0,1,82,8,1
2024/2/9,15.8,8,1,17.0,8,1,14.6,8,1,4.5,0,8,1,0.0,0,8,1,,,0,1,76,8,1
2024/2/10,16.0,8,1,18.0,8,1,15.1,8,1,0,1,8,1,6.1,0,8,1,,,0,1,55,8,1
2024/2/11,16.3,8,1,18.5,8,1,14.7,8,1,0,1,8,1,8.9,0,8,1,,,0,1,45,8,1
2024/2/12,17.1,8,1,20.2,8,1,15.0,8,1,0,1,8,1,9.1,0,8,1,,,0,1,48,8,1
2024/2/13,19.9,8,1,23.3,8,1,16.9,8,1,0,1,8,1,8.1,0,8,1,,,0,1,53,8,1
2024/2/14,21.3,8,1,23.7,8,1,19.7,8,1,0,1,8,1,5.9,0,8,1,,,0,1,73,8,1
2024/2/15,22.1,8,1,25.5,8,1,19.3,8,1,2.5,0,8,1,9.7,0,5,1,,,0,1,79,8,1
2024/2/16,19.4,8,1,21.6,8,1,17.6,8,1,0.0,0,8,1,0.5,0,8,1,,,0,1,77,8,1
2024/2/17,19.3,8,1,22.6,8,1,17.1,8,1,0.0,0,8,1,3.8,0,8,1,,,0,1,68,8,1
2024/2/18,21.1,8,1,24.5,8,1,17.6,8,1,0,1,8,1,6.0,0,8,1,,,0,1,75,8,1
2024/2/19,23.0,8,1,25.7,8,1,21.4,8,1,0.0,0,8,1,6.4,0,8,1,,,0,1,85,8,1
2024/2/20,23.1,8,1,25.8,8,1,21.8,8,1,0,1,8,1,3.6,0,8,1,,,0,1,86,8,1
2024/2/21,23.0,8,1,26.5,8,1,21.1,8,1,0.0,0,8,1,8.5,0,8,1,,,0,1,82,8,1
2024/2/22,23.0,8,1,26.7,8,1,20.9,8,1,0.0,0,8,1,6.9,0,8,1,,,0,1,84,8,1
2024/2/23,20.6,8,1,23.8,8,1,18.2,8,1,0.0,0,8,1,3.4,0,8,1,,,0,1,83,8,1
2024/2/24,20.2,8,1,22.7,8,1,19.3,8,1,0.0,0,8,1,2.0,0,8,1,,,0,1,75,8,1
2024/2/25,16.8,8,1,19.6,8,1,15.3,8,1,0.0,0,8,1,0.0,0,8,1,,,0,1,78,8,1
2024/2/26,17.8,8,1,19.6,8,1,16.3,8,1,0.0,0,8,1,0.2,0,8,1,,,0,1,72,8,1
2024/2/27,18.0,8,1,20.3,8,1,16.5,8,1,0.0,0,8,1,0.4,0,8,1,,,0,1,75,8,1
2024/2/28,20.4,8,1,23.9,8,1,17.6,8,1,0.0,0,8,1,5.1,0,8,1,,,0,1,76,8,1
2024/2/29,22.0,8,1,25.0,8,1,19.7,8,1,22.0,0,8,1,4.6,0,8,1,,,0,1,90,8,1
2024/3/1,17.6,8,1,20.4,8,1,14.3,8,1,23.0,0,8,1,0.0,0,8,1,,,0,1,89,8,1
2024/3/2,14.4,8,1,17.0,8,1,12.9,8,1,6.0,0,8,1,1.4,0,8,1,,,0,1,75,8,1
2024/3/3,16.0,8,1,19.1,8,1,12.9,8,1,0.0,0,8,1,1.1,0,8,1,,,0,1,74,8,1
2024/3/4,20.6,8,1,23.6,8,1,17.5,8,1,29.0,0,8,1,0.1,0,8,1,,,0,1,88,8,1
2024/3/5,23.4,8,1,25.2,8,1,22.1,8,1,2.5,0,8,1,1.2,0,8,1,,,0,1,96,4,1
2024/3/6,21.2,8,1,23.5,8,1,18.8,8,1,10.5,0,8,1,0.1,0,8,1,,,0,1,82,4,1
2024/3/7,17.9,8,1,20.1,8,1,15.9,8,1,0.5,0,8,1,0.2,0,8,1,,,0,1,75,8,1
2024/3/8,16.5,8,1,17.9,8,1,15.6,8,1,3.5,0,8,1,4.1,0,8,1,,,0,1,57,8,1
2024/3/9,16.4,8,1,18.9,8,1,15.1,8,1,0.0,0,8,1,2.2,0,8,1,,,0,1,52,8,1
2024/3/10,17.0,8,1,20.3,8,1,13.9,8,1,0,1,8,1,6.5,0,8,1,,,0,1,54,8,1
2024/3/11,19.2,8,1,22.5,8,1,15.3,8,1,2.0,0,8,1,1.1,0,8,1,,,0,1,66,8,1
2024/3/12,19.0,8,1,20.9,8,1,17.8,8,1,32.5,0,8,1,9.3,0,8,1,,,0,1,62,8,1
2024/3/13,17.2,8,1,20.2,8,1,15.6,8,1,0,1,8,1,5.8,0,8,1,,,0,1,49,8,1
2024/3/14,18.4,8,1,21.6,8,1,15.6,8,1,0,1,8,1,4.1,0,8,1,,,0,1,56,8,1
2024/3/15,19.6,8,1,23.0,8,1,16.0,8,1,0.0,0,8,1,4.2,0,8,1,,,0,1,65,8,1
2024/3/16,20.7,8,1,23.5,8,1,18.8,8,1,0.0,0,8,1,3.5,0,8,1,,,0,1,67,8,1
2024/3/17,21.6,8,1,24.6,8,1,19.3,8,1,0.0,0,8,1,1.8,0,8,1,,,0,1,76,8,1
2024/3/18,20.0,8,1,22.1,8,1,18.9,8,1,0,1,8,1,5.3,0,8,1,,,0,1,67,8,1
2024/3/19,19.0,8,1,20.3,8,1,17.6,8,1,2.0,0,8,1,0.0,0,8,1,,,0,1,77,8,1
2024/3/20,16.7,8,1,18.7,8,1,15.2,8,1,0.0,0,8,1,8.3,0,8,1,,,0,1,47,8,1
2024/3/21,16.3,8,1,19.7,8,1,14.7,8,1,0,1,8,1,10.8,0,8,1,,,0,1,49,8,1
2024/3/22,18.8,8,1,22.4,8,1,14.0,8,1,0,1,8,1,8.2,0,8,1,,,0,1,60,8,1
2024/3/23,22.1,8,1,25.2,8,1,20.1,8,1,0.0,0,8,1,4.6,0,8,1,,,0,1,75,8,1
2024/3/24,23.4,8,1,26.6,8,1,21.2,8,1,0,1,8,1,8.0,0,8,1,,,0,1,83,8,1
2024/3/25,23.8,8,1,26.6,8,1,22.2,8,1,0,1,8,1,6.6,0,8,1,,,0,1,85,8,1
2024/3/26,20.8,8,1,25.2,8,1,18.2,8,1,1.0,0,8,1,1.3,0,8,1,,,0,1,83,8,1
2024/3/27,19.7,8,1,22.9,8,1,17.5,8,1,0,1,8,1,4.4,0,8,1,,,0,1,62,8,1
2024/3/28,21.3,8,1,24.9,8,1,17.8,8,1,0.0,0,8,1,4.6,0,8,1,,,0,1,73,8,1
2024/3/29,21.9,8,1,24.9,8,1,19.7,8,1,26.5,0,8,1,2.5,0,8,1,,,0,1,86,8,1
2024/3/30,21.6,8,1,24.4,8,1,19.4,8,1,0.0,0,8,1,0.8,0,8,1,,,0,1,84,8,1
2024/3/31,22.0,8,1,24.6,8,1,20.2,8,1,55.0,0,8,1,1.1,0,4,1,,,0,1,93,8,1
2024/4/1,22.7,8,1,27.0,8,1,19.5,8,1,0,1,4,1,5.7,0,4,1,,,0,1,78,8,1
2024/4/2,23.8,8,1,26.9,8,1,21.5,8,1,1.0,0,8,1,1.3,0,8,1,,,0,1,89,8,1
2024/4/3,24.9,8,1,27.6,8,1,23.8,8,1,0.0,0,8,1,4.8,0,8,1,,,0,1,89,8,1
2024/4/4,25.0,8,1,27.8,8,1,23.7,8,1,0.0,0,8,1,5.4,0,8,1,,,0,1,90,8,1
2024/4/5,24.0,8,1,27.3,8,1,22.1,8,1,2.0,0,8,1,2.4,0,8,1,,,0,1,88,8,1
2024/4/6,22.4,8,1,24.2,8,1,21.6,8,1,32.5,0,8,1,0.6,0,8,1,,,0,1,92,8,1
2024/4/7,22.3,8,1,23.7,8,1,21.2,8,1,14.5,0,8,1,0.0,0,8,1,,,0,1,94,8,1
2024/4/8,22.2,8,1,24.7,8,1,20.1,8,1,70.0,0,8,1,0.1,0,8,1,,,0,1,96,8,1
2024/4/9,21.7,8,1,23.8,8,1,19.9,8,1,0.5,0,8,1,1.8,0,8,1,,,0,1,76,8,1
2024/4/10,21.9,8,1,24.9,8,1,19.6,8,1,0,1,8,1,8.7,0,8,1,,,0,1,66,8,1
2024/4/11,22.4,8,1,25.9,8,1,20.1,8,1,0.0,0,8,1,7.4,0,8,1,,,0,1,74,8,1
2024/4/12,22.2,8,1,26.2,8,1,19.5,8,1,6.5,0,8,1,8.1,0,8,1,,,0,1,80,8,1
2024/4/13,23.9,8,1,27.0,8,1,21.0,8,1,5.5,0,8,1,1.3,0,8,1,,,0,1,88,8,1
2024/4/14,24.6,8,1,27.1,8,1,23.4,8,1,0.0,0,8,1,1.5,0,8,1,,,0,1,89,8,1
2024/4/15,23.1,8,1,24.9,8,1,21.4,8,1,165.0,0,8,1,2.5,0,8,1,,,0,1,95,8,1
2024/4/16,23.9,8,1,27.5,8,1,21.2,8,1,0,1,8,1,3.5,0,8,1,,,0,1,89,8,1
2024/4/17,25.6,8,1,29.2,8,1,22.5,8,1,0.0,0,8,1,9.6,0,8,1,,,0,1,83,8,1
2024/4/18,23.6,8,1,25.5,8,1,21.5,8,1,1.5,0,8,1,7.0,0,8,1,,,0,1,76,8,1
2024/4/19,22.4,8,1,25.2,8,1,19.2,8,1,0,1,8,1,9.7,0,8,1,,,0,1,64,8,1
2024/4/20,23.9,8,1,26.6,8,1,21.5,8,1,0,1,8,1,5.1,0,8,1,,,0,1,77,8,1
2024/4/21,26.3,8,1,29.6,8,1,24.1,8,1,0.0,0,8,1,9.4,0,8,1,,,0,1,86,8,1
2024/4/22,26.3,8,1,29.7,8,1,24.8,8,1,0,1,8,1,1.8,0,8,1,,,0,1,89,8,1
2024/4/23,26.2,8,1,28.0,8,1,24.3,8,1,9.0,0,8,1,0.6,0,8,1,,,0,1,92,8,1
2024/4/24,22.6,8,1,25.9,8,1,19.5,8,1,47.0,0,8,1,0.1,0,8,1,,,0,1,87,8,1
2024/4/25,22.0,8,1,24.5,8,1,19.5,8,1,5.5,0,8,1,0.5,0,8,1,,,0,1,89,8,1
2024/4/26,24.4,8,1,27.3,8,1,22.9,8,1,55.0,0,8,1,0.5,0,8,1,,,0,1,93,8,1
2024/4/27,26.0,8,1,30.1,8,1,23.0,8,1,17.0,0,8,1,7.8,0,8,1,,,0,1,83,8,1
2024/4/28,26.3,8,1,29.2,8,1,24.4,8,1,3.0,0,8,1,3.8,0,8,1,,,0,1,88,8,1
2024/4/29,25.1,8,1,27.8,8,1,22.9,8,1,35.0,0,8,1,2.8,0,8,1,,,0,1,90,8,1
2024/4/30,26.4,8,1,29.6,8,1,23.7,8,1,0.0,0,8,1,6.4,0,8,1,,,0,1,87,8,1
2024/5/1,24.7,8,1,26.8,8,1,22.8,8,1,25.5,0,8,1,3.2,0,8,1,,,0,1,85,8,1
2024/5/2,22.2,8,1,23.0,8,1,21.2,8,1,16.0,0,8,1,0.0,0,8,1,,,0,1,87,8,1
2024/5/3,23.5,8,1,27.6,8,1,20.4,8,1,2.5,0,8,1,6.5,0,8,1,,,0,1,86,8,1
2024/5/4,25.0,8,1,28.8,8,1,22.4,8,1,0,1,8,1,8.7,0,8,1,,,0,1,80,8,1
2024/5/5,25.7,8,1,28.8,8,1,23.3,8,1,0,1,8,1,8.9,0,8,1,,,0,1,80,8,1
2024/5/6,26.1,8,1,29.9,8,1,23.5,8,1,2.0,0,8,1,7.0,0,8,1,,,0,1,86,8,1
2024/5/7,24.9,8,1,27.1,8,1,23.6,8,1,0,1,8,1,7.9,0,8,1,,,0,1,77,8,1
2024/5/8,23.9,8,1,27.0,8,1,21.6,8,1,0,1,8,1,10.6,0,8,1,,,0,1,65,8,1
2024/5/9,22.2,8,1,24.9,8,1,20.5,8,1,0,1,8,1,11.5,0,8,1,,,0,1,57,8,1
2024/5/10,23.1,8,1,26.9,8,1,19.1,8,1,0.0,0,8,1,6.6,0,8,1,,,0,1,62,8,1
2024/5/11,24.7,8,1,27.2,8,1,22.2,8,1,1.5,0,8,1,3.3,0,8,1,,,0,1,72,8,1
2024/5/12,26.4,8,1,29.4,8,1,24.2,8,1,0.0,0,8,1,5.3,0,8,1,,,0,1,84,8,1
2024/5/13,23.0,8,1,26.0,8,1,21.2,8,1,67.0,0,8,1,0.0,0,8,1,,,0,1,90,8,1
2024/5/14,22.3,8,1,25.3,8,1,18.2,8,1,27.0,0,8,1,0.0,0,8,1,,,0,1,78,8,1
2024/5/15,23.3,8,1,26.8,8,1,18.4,8,1,1.0,0,8,1,11.8,0,8,1,,,0,1,77,8,1
2024/5/16,22.9,8,1,25.4,8,1,21.3,8,1,0,1,8,1,12.2,0,8,1,,,0,1,63,8,1
2024/5/17,23.3,8,1,26.3,8,1,20.7,8,1,0,1,8,1,7.8,0,8,1,,,0,1,65,8,1
2024/5/18,24.3,8,1,26.4,8,1,23.1,8,1,0.0,0,8,1,0.6,0,8,1,,,0,1,81,8,1
2024/5/19,25.3,8,1,28.7,8,1,22.8,8,1,0.0,0,8,1,10.2,0,8,1,,,0,1,78,8,1
2024/5/20,25.1,8,1,28.0,8,1,23.2,8,1,0.5,0,8,1,6.0,0,8,1,,,0,1,75,8,1
2024/5/21,23.7,8,1,24.5,8,1,23.0,8,1,109.5,0,8,1,0.0,0,8,1,,,0,1,95,8,1
2024/5/22,25.1,8,1,26.6,8,1,24.0,8,1,128.5,0,8,1,0.2,0,8,1,,,0,1,96,8,1
2024/5/23,26.4,8,1,28.3,8,1,25.2,8,1,2.0,0,8,1,0.4,0,8,1,,,0,1,92,8,1
2024/5/24,25.1,8,1,28.0,8,1,23.7,8,1,58.0,0,8,1,0.0,0,8,1,,,0,1,95,8,1
2024/5/25,25.9,8,1,29.0,8,1,23.8,8,1,0.5,0,8,1,1.1,0,8,1,,,0,1,91,8,1
2024/5/26,27.1,8,1,29.9,8,1,25.5,8,1,0.0,0,8,1,0.6,0,8,1,,,0,1,90,8,1
2024/5/27,27.6,8,1,30.7,8,1,25.6,8,1,1.5,0,8,1,1.9,0,8,1,,,0,1,87,8,1
2024/5/28,25.6,8,1,27.8,8,1,22.8,8,1,23.5,0,8,1,0.2,0,8,1,,,0,1,93,8,1
2024/5/29,24.4,8,1,27.0,8,1,22.7,8,1,0.0,0,8,1,2.8,0,8,1,,,0,1,80,8,1
2024/5/30,25.9,8,1,28.7,8,1,24.3,8,1,0.0,0,8,1,1.4,0,8,1,,,0,1,86,8,1
2024/5/31,26.9,8,1,29.2,8,1,25.1,8,1,8.5,0,8,1,1.9,0,8,1,,,0,1,92,8,1
2024/6/1,24.9,8,1,26.3,8,1,22.4,8,1,24.5,0,8,1,0.0,0,8,1,,,0,1,96,8,1
2024/6/2,21.6,8,1,23.4,8,1,19.6,8,1,47.0,0,8,1,0.0,0,8,1,,,0,1,92,8,1
2024/6/3,21.8,8,1,25.5,8,1,18.1,8,1,42.5,0,8,1,4.4,0,8,1,,,0,1,82,8,1
2024/6/4,24.5,8,1,27.6,8,1,21.9,8,1,0,1,8,1,12.6,0,8,1,,,0,1,68,8,1
2024/6/5,24.7,8,1,27.8,8,1,22.0,8,1,0,1,8,1,8.0,0,8,1,,,0,1,67,8,1
2024/6/6,23.2,8,1,25.3,8,1,21.9,8,1,2.0,0,8,1,0.0,0,8,1,,,0,1,74,8,1
2024/6/7,24.3,8,1,26.6,8,1,22.3,8,1,2.5,0,8,1,0.3,0,8,1,,,0,1,83,8,1
2024/6/8,26.2,8,1,28.4,8,1,24.1,8,1,1.5,0,8,1,1.4,0,8,1,,,0,1,90,8,1
2024/6/9,25.7,8,1,28.1,8,1,23.4,8,1,12.0,0,8,1,0.7,0,8,1,,,0,1,94,8,1
2024/6/10,25.1,8,1,28.0,8,1,23.8,8,1,12.5,0,8,1,0.4,0,8,1,,,0,1,90,8,1
2024/6/11,25.2,8,1,26.6,8,1,24.1,8,1,134.5,0,8,1,0.0,0,8,1,,,0,1,96,8,1
2024/6/12,26.1,8,1,27.8,8,1,23.9,8,1,112.0,0,8,1,0.0,0,8,1,,,0,1,96,8,1
2024/6/13,26.3,8,1,29.4,8,1,23.9,8,1,52.0,0,8,1,0.5,0,8,1,,,0,1,94,8,1
2024/6/14,25.7,8,1,27.3,8,1,24.3,8,1,189.5,0,8,1,0.0,0,4,1,,,0,1,96,8,1
2024/6/15,27.3,8,1,29.6,8,1,25.1,8,1,24.5,0,8,1,0.5,0,4,1,,,0,1,94,8,1
2024/6/16,27.8,8,1,30.8,8,1,25.4,8,1,0.0,0,8,1,2.9,0,8,1,,,0,1,92,8,1
2024/6/17,27.8,8,1,29.9,8,1,26.9,8,1,0.5,0,8,1,0.4,0,8,1,,,0,1,91,8,1
2024/6/18,25.6,8,1,27.7,8,1,23.8,8,1,106.0,0,8,1,0.0,0,8,1,,,0,1,96,8,1
2024/6/19,27.7,8,1,30.4,8,1,24.9,8,1,0.0,0,8,1,0.9,0,8,1,,,0,1,91,8,1
2024/6/20,28.8,8,1,31.5,8,1,27.4,8,1,0.0,0,8,1,8.8,0,8,1,,,0,1,87,8,1
2024/6/21,29.0,8,1,31.4,8,1,27.4,8,1,0,1,8,1,8.3,0,8,1,,,0,1,88,8,1
2024/6/22,29.5,8,1,32.1,8,1,27.8,8,1,0,1,8,1,8.4,0,8,1,,,0,1,88,8,1
2024/6/23,29.3,8,1,32.0,8,1,28.0,8,1,0,1,8,1,8.4,0,8,1,,,0,1,88,8,1
2024/6/24,29.5,8,1,32.4,8,1,27.9,8,1,0,1,8,1,11.7,0,8,1,,,0,1,84,8,1
2024/6/25,29.6,8,1,32.6,8,1,27.7,8,1,0,1,8,1,10.1,0,8,1,,,0,1,82,8,1
2024/6/26,29.9,8,1,33.6,8,1,27.9,8,1,0.0,0,8,1,7.3,0,8,1,,,0,1,81,8,1
2024/6/27,29.7,8,1,32.9,8,1,27.6,8,1,0.0,0,8,1,9.9,0,8,1,,,0,1,76,8,1
2024/6/28,29.6,8,1,32.4,8,1,27.8,8,1,0,1,8,1,7.9,0,8,1,,,0,1,81,8,1
2024/6/29,30.0,8,1,33.3,8,1,28.0,8,1,0,1,8,1,8.0,0,8,1,,,0,1,79,8,1
2024/6/30,30.0,8,1,32.9,8,1,28.4,8,1,0.0,0,8,1,10.3,0,8,1,,,0,1,79,8,1
2024/7/1,30.2,8,1,33.2,8,1,28.3,8,1,0,1,8,1,10.7,0,8,1,,,0,1,80,8,1
2024/7/2,30.5,8,1,33.9,8,1,28.3,8,1,0,1,8,1,8.1,0,8,1,,,0,1,78,8,1
2024/7/3,30.8,8,1,34.5,8,1,28.6,8,1,0.0,0,8,1,9.4,0,8,1,,,0,1,76,8,1
2024/7/4,30.5,8,1,34.4,8,1,28.3,8,1,0.0,0,8,1,8.8,0,8,1,,,0,1,74,8,1
2024/7/5,30.8,8,1,35.0,8,1,28.4,8,1,0,1,8,1,10.4,0,8,1,,,0,1,75,8,1
2024/7/6,30.8,8,1,34.7,8,1,27.7,8,1,0.0,0,8,1,10.3,0,8,1,,,0,1,74,8,1
2024/7/7,30.6,8,1,34.3,8,1,28.7,8,1,2.5,0,8,1,9.4,0,8,1,,,0,1,77,8,1
2024/7/8,31.0,8,1,35.0,8,1,28.2,8,1,0.5,0,8,1,10.5,0,8,1,,,0,1,72,8,1
2024/7/9,30.1,8,1,33.6,8,1,27.5,8,1,4.5,0,8,1,7.6,0,8,1,,,0,1,78,8,1
2024/7/10,30.6,8,1,33.6,8,1,28.8,8,1,0.0,0,8,1,11.1,0,8,1,,,0,1,79,8,1
2024/7/11,30.6,8,1,33.7,8,1,29.1,8,1,0.0,0,8,1,10.3,0,8,1,,,0,1,79,8,1
2024/7/12,30.8,8,1,33.2,8,1,29.3,8,1,0,1,8,1,10.3,0,8,1,,,0,1,78,8,1
2024/7/13,31.2,8,1,35.4,8,1,28.9,8,1,0.0,0,8,1,12.0,0,8,1,,,0,1,75,8,1
2024/7/14,31.5,8,1,35.0,8,1,29.2,8,1,0.0,0,8,1,11.7,0,8,1,,,0,1,73,8,1
2024/7/15,31.4,8,1,35.5,8,1,29.1,8,1,0.0,0,8,1,11.6,0,8,1,,,0,1,71,8,1
2024/7/16,30.3,8,1,34.8,8,1,28.4,8,1,4.5,0,8,1,5.5,0,8,1,,,0,1,77,8,1
2024/7/17,30.9,8,1,34.5,8,1,28.4,8,1,0,1,8,1,11.0,0,8,1,,,0,1,76,8,1
2024/7/18,31.1,8,1,34.9,8,1,29.3,8,1,0,1,8,1,9.4,0,8,1,,,0,1,75,8,1
2024/7/19,31.5,8,1,36.0,8,1,29.1,8,1,0.0,0,8,1,9.4,0,8,1,,,0,1,72,8,1
2024/7/20,31.5,8,1,35.5,8,1,28.7,8,1,0.0,0,8,1,11.3,0,8,1,,,0,1,71,8,1
2024/7/21,31.5,8,1,35.4,8,1,29.2,8,1,2.0,0,8,1,10.6,0,8,1,,,0,1,73,8,1
2024/7/22,30.8,8,1,34.2,8,1,28.1,8,1,4.5,0,8,1,8.1,0,8,1,,,0,1,76,8,1
2024/7/23,29.5,8,1,32.3,8,1,26.4,8,1,23.5,0,8,1,3.3,0,8,1,,,0,1,80,8,1
2024/7/24,29.2,8,1,32.5,8,1,26.0,8,1,11.5,0,8,1,1.9,0,8,1,,,0,1,82,8,1
2024/7/25,28.3,8,1,30.0,8,1,26.4,8,1,15.5,0,8,1,0.9,0,8,1,,,0,1,87,8,1
2024/7/26,28.1,8,1,29.7,8,1,25.6,8,1,26.0,0,8,1,0.0,0,8,1,,,0,1,87,8,1
2024/7/27,29.9,8,1,32.4,8,1,28.2,8,1,0.0,0,8,1,6.6,0,8,1,,,0,1,80,8,1
2024/7/28,30.1,8,1,32.7,8,1,28.8,8,1,0.5,0,8,1,7.9,0,8,1,,,0,1,78,8,1
2024/7/29,30.1,8,1,33.2,8,1,26.9,8,1,2.5,0,8,1,11.6,0,8,1,,,0,1,79,8,1
2024/7/30,29.8,8,1,32.9,8,1,28.0,8,1,0.0,0,8,1,5.6,0,8,1,,,0,1,79,8,1
2024/7/31,30.3,8,1,33.4,8,1,28.2,8,1,0,1,8,1,11.8,0,8,1,,,0,1,78,8,1
2024/8/1,30.4,8,1,33.2,8,1,28.9,8,1,0.0,0,8,1,11.1,0,8,1,,,0,1,77,8,1
2024/8/2,30.5,8,1,33.3,8,1,29.1,8,1,0,1,8,1,11.1,0,8,1,,,0,1,76,8,1
2024/8/3,30.7,8,1,32.8,8,1,29.2,8,1,0,1,8,1,11.3,0,8,1,,,0,1,73,8,1
2024/8/4,30.9,8,1,33.4,8,1,29.2,8,1,0.0,0,8,1,8.5,0,8,1,,,0,1,75,8,1
2024/8/5,30.7,8,1,33.0,8,1,29.4,8,1,2.0,0,8,1,3.8,0,8,1,,,0,1,77,8,1
2024/8/6,30.2,8,1,33.3,8,1,26.8,8,1,11.0,0,8,1,7.5,0,8,1,,,0,1,82,8,1
2024/8/7,30.7,8,1,33.6,8,1,28.4,8,1,0.0,0,8,1,9.0,0,8,1,,,0,1,80,8,1
2024/8/8,30.7,8,1,34.3,8,1,29.2,8,1,0.0,0,8,1,7.0,0,8,1,,,0,1,77,8,1
2024/8/9,30.5,8,1,33.5,8,1,28.6,8,1,0.0,0,8,1,7.7,0,8,1,,,0,1,74,8,1
2024/8/10,30.1,8,1,33.4,8,1,26.7,8,1,43.0,0,8,1,11.2,0,8,1,,,0,1,76,8,1
2024/8/11,30.4,8,1,33.2,8,1,27.3,8,1,0,1,8,1,11.9,0,8,1,,,0,1,76,8,1
2024/8/12,30.6,8,1,32.9,8,1,29.0,8,1,0,1,8,1,10.1,0,8,1,,,0,1,74,8,1
2024/8/13,30.5,8,1,32.7,8,1,28.8,8,1,0,1,8,1,11.8,0,8,1,,,0,1,73,8,1
2024/8/14,30.1,8,1,32.6,8,1,28.8,8,1,0,1,8,1,3.5,0,8,1,,,0,1,77,8,1
2024/8/15,30.2,8,1,33.2,8,1,28.0,8,1,0.5,0,8,1,6.8,0,8,1,,,0,1,76,8,1
2024/8/16,30.0,8,1,32.6,8,1,26.7,8,1,1.0,0,8,1,1.5,0,8,1,,,0,1,76,8,1
2024/8/17,29.8,8,1,34.1,8,1,27.8,8,1,3.0,0,8,1,2.5,0,8,1,,,0,1,79,8,1
2024/8/18,30.0,8,1,33.4,8,1,27.5,8,1,2.0,0,8,1,9.1,0,8,1,,,0,1,79,8,1
2024/8/19,29.2,8,1,31.4,8,1,26.7,8,1,8.5,0,8,1,4.3,0,8,1,,,0,1,80,8,1
