É_ÉEÉìÉçÅ[ÉhÇµÇΩéûçèÅF2026/04/07 17:25:24

,ïxéR,ïxéR,ïxéR,ïxéR,ïxéR,ïxéR,ïxéR,ïxéR,ïxéR,ïxéR,ïxéR,ïxéR,ïxéR,ïxéR,ïxéR,ïxéR,ïxéR,ïxéR,ïxéR,ïxéR,ïxéR,ïxéR,ïxéR,ïxéR
2023/3/10,12.9,8,1,16.7,8,1,8.2,8,1,16.5,0,8,1,6.6,0,8,1,0,1,8,1,77,8,1
2023/3/11,10.0,8,1,15.3,8,1,5.0,8,1,0,1,8,1,9.9,0,8,1,0,1,8,1,79,8,1
2023/3/12,16.3,8,1,23.9,8,1,5.5,8,1,0,1,8,1,6.4,0,8,1,0,1,8,1,55,8,1
2023/3/13,8.4,8,1,17.5,8,1,4.5,8,1,13.0,0,8,1,1.8,0,8,1,0,1,8,1,76,8,1
2023/3/14,7.4,8,1,12.6,8,1,3.6,8,1,0.0,0,8,1,10.9,0,8,1,0,1,8,1,64,8,1
2023/3/15,11.3,8,1,20.8,8,1,2.2,8,1,0,1,8,1,11.1,0,8,1,0,1,8,1,54,8,1
2023/3/16,13.1,8,1,20.1,8,1,6.8,8,1,8.0,0,8,1,1.9,0,8,1,0,1,8,1,64,8,1
2023/3/17,7.9,8,1,10.4,8,1,5.8,8,1,0.0,0,8,1,0.5,0,8,1,0,1,8,1,76,8,1
2023/3/18,6.6,8,1,7.8,8,1,4.2,8,1,14.5,0,8,1,0.0,0,8,1,0,1,8,1,89,8,1
2023/3/19,7.5,8,1,14.4,8,1,1.8,8,1,0,1,8,1,11.5,0,8,1,0,1,8,1,67,8,1
2023/3/20,10.1,8,1,18.1,8,1,1.9,8,1,0,1,8,1,10.4,0,8,1,0,1,8,1,58,8,1
2023/3/21,15.0,8,1,21.8,8,1,7.6,8,1,0.0,0,8,1,6.2,0,8,1,0,1,8,1,50,8,1
2023/3/22,14.5,8,1,19.5,8,1,10.8,8,1,0.0,0,8,1,11.4,0,8,1,0,1,8,1,74,8,1
2023/3/23,13.7,8,1,20.1,8,1,8.6,8,1,9.5,0,8,1,1.5,0,8,1,0,1,8,1,85,8,1
2023/3/24,12.5,8,1,16.6,8,1,10.1,8,1,11.5,0,8,1,0.0,0,8,1,0,1,8,1,92,8,1
2023/3/25,10.4,8,1,12.6,8,1,9.4,8,1,0.0,0,8,1,0.0,0,8,1,0,1,8,1,80,8,1
2023/3/26,8.8,8,1,9.8,8,1,8.2,8,1,36.0,0,8,1,0.0,0,8,1,0,1,8,1,95,8,1
2023/3/27,9.2,8,1,13.2,8,1,5.6,8,1,6.0,0,8,1,7.2,0,8,1,0,1,8,1,75,8,1
2023/3/28,8.2,8,1,13.5,8,1,3.6,8,1,0,1,8,1,11.0,0,8,1,0,1,8,1,73,8,1
2023/3/29,8.7,8,1,14.7,8,1,2.7,8,1,0,1,8,1,11.5,0,8,1,0,1,8,1,62,8,1
2023/3/30,10.4,8,1,17.2,8,1,3.7,8,1,0,1,8,1,11.5,0,8,1,0,1,8,1,59,8,1
2023/3/31,15.4,8,1,24.6,8,1,7.2,8,1,0,1,8,1,10.6,0,8,1,0,1,8,1,44,8,1
2023/4/1,11.3,8,1,16.2,8,1,6.8,8,1,0,1,8,1,8.7,0,8,1,0,1,8,1,70,8,1
2023/4/2,10.1,8,1,14.1,8,1,5.1,8,1,0,1,8,1,10.8,0,8,1,0,1,8,1,75,8,1
2023/4/3,11.6,8,1,15.3,8,1,8.2,8,1,0.0,0,8,1,8.9,0,8,1,0,1,8,1,77,8,1
2023/4/4,11.7,8,1,16.9,8,1,5.5,8,1,0,1,8,1,11.3,0,8,1,0,1,8,1,73,8,1
2023/4/5,16.1,8,1,20.1,8,1,9.7,8,1,0.0,0,8,1,0.3,0,8,1,0,1,8,1,57,8,1
2023/4/6,19.3,8,1,21.9,8,1,15.7,8,1,1.0,0,8,1,0.1,0,8,1,0,1,8,1,57,8,1
2023/4/7,15.0,8,1,21.0,8,1,11.5,8,1,31.5,0,8,1,0.0,0,8,1,0,1,8,1,89,8,1
2023/4/8,9.8,8,1,14.5,8,1,5.1,8,1,4.0,0,8,1,3.4,0,8,1,0,1,8,1,71,8,1
2023/4/9,9.8,8,1,16.0,8,1,4.2,8,1,0.0,0,8,1,10.8,0,8,1,0,1,8,1,56,8,1
2023/4/10,14.8,8,1,22.1,8,1,7.8,8,1,0,1,8,1,12.0,0,8,1,0,1,8,1,41,8,1
2023/4/11,19.5,8,1,27.8,8,1,9.7,8,1,0,1,8,1,9.9,0,8,1,0,1,8,1,45,8,1
2023/4/12,13.8,8,1,19.5,8,1,8.4,8,1,15.5,0,8,1,3.5,0,8,1,0,1,8,1,67,8,1
2023/4/13,14.3,8,1,22.4,8,1,6.5,8,1,0,1,8,1,11.6,0,8,1,0,1,8,1,43,8,1
2023/4/14,18.5,8,1,25.3,8,1,13.8,8,1,0,1,8,1,6.1,0,8,1,0,1,8,1,34,8,1
2023/4/15,14.0,8,1,17.3,8,1,12.4,8,1,8.0,0,8,1,0.0,0,8,1,0,1,8,1,84,8,1
2023/4/16,13.8,8,1,18.4,8,1,10.5,8,1,2.5,0,8,1,4.1,0,8,1,0,1,8,1,77,8,1
2023/4/17,11.1,8,1,15.1,8,1,8.5,8,1,0.0,0,8,1,1.2,0,8,1,0,1,8,1,72,8,1
2023/4/18,10.0,8,1,13.7,8,1,7.0,8,1,9.5,0,8,1,0.5,0,8,1,0,1,8,1,81,8,1
2023/4/19,13.7,8,1,18.9,8,1,10.8,8,1,0.0,0,8,1,2.2,0,8,1,0,1,8,1,89,8,1
2023/4/20,19.5,8,1,27.4,8,1,9.1,8,1,0,1,8,1,11.9,0,8,1,0,1,8,1,70,8,1
2023/4/21,14.2,8,1,18.2,8,1,9.9,8,1,0.0,0,8,1,0.0,0,8,1,0,1,8,1,69,8,1
2023/4/22,11.2,8,1,16.1,8,1,6.6,8,1,0,1,8,1,12.2,0,8,1,0,1,8,1,49,8,1
2023/4/23,10.9,8,1,15.8,8,1,5.9,8,1,0,1,8,1,11.7,0,8,1,0,1,8,1,55,8,1
2023/4/24,10.2,8,1,13.7,8,1,6.5,8,1,0,1,8,1,4.5,0,8,1,0,1,8,1,51,8,1
2023/4/25,10.7,8,1,16.2,8,1,4.2,8,1,5.0,0,8,1,5.4,0,8,1,0,1,8,1,60,8,1
2023/4/26,13.0,8,1,19.5,8,1,9.7,8,1,21.5,0,8,1,0.2,0,8,1,0,1,8,1,83,8,1
2023/4/27,13.3,8,1,19.9,8,1,7.2,8,1,2.0,0,8,1,10.6,0,8,1,0,1,8,1,73,8,1
2023/4/28,16.5,8,1,23.4,8,1,8.4,8,1,0,1,8,1,12.3,0,8,1,0,1,8,1,62,8,1
2023/4/29,20.3,8,1,27.0,8,1,11.5,8,1,0.5,0,8,1,7.1,0,8,1,0,1,8,1,51,8,1
2023/4/30,16.3,8,1,20.6,8,1,10.9,8,1,11.0,0,8,1,2.3,0,8,1,0,1,8,1,71,8,1
2023/5/1,15.1,8,1,23.7,8,1,8.9,8,1,0.0,0,8,1,10.9,0,8,1,0,1,8,1,56,8,1
2023/5/2,14.5,8,1,20.0,8,1,8.5,8,1,0,1,8,1,12.8,0,8,1,0,1,8,1,57,8,1
2023/5/3,16.9,8,1,26.3,8,1,7.5,8,1,0,1,8,1,12.0,0,8,1,0,1,8,1,50,8,1
2023/5/4,19.1,8,1,25.2,8,1,10.4,8,1,0,1,8,1,12.6,0,8,1,0,1,8,1,58,8,1
2023/5/5,21.0,8,1,28.7,8,1,12.5,8,1,0.0,0,8,1,8.8,0,8,1,0,1,8,1,54,8,1
2023/5/6,22.3,8,1,28.1,8,1,15.9,8,1,16.0,0,8,1,0.2,0,8,1,0,1,8,1,61,8,1
2023/5/7,13.9,8,1,16.9,8,1,12.9,8,1,101.0,0,8,1,0.0,0,8,1,0,1,8,1,98,8,1
2023/5/8,12.4,8,1,15.8,8,1,9.4,8,1,43.0,0,8,1,2.9,0,8,1,0,1,8,1,84,8,1
2023/5/9,13.4,8,1,19.3,8,1,7.7,8,1,0,1,8,1,12.0,0,8,1,0,1,8,1,67,8,1
2023/5/10,16.0,8,1,24.0,8,1,9.0,8,1,0,1,8,1,12.5,0,8,1,0,1,8,1,66,8,1
2023/5/11,14.0,8,1,18.9,8,1,9.7,8,1,0,1,8,1,12.3,0,8,1,0,1,8,1,63,8,1
2023/5/12,13.7,8,1,18.4,8,1,7.5,8,1,0,1,8,1,12.3,0,8,1,0,1,8,1,62,8,1
2023/5/13,16.3,8,1,21.6,8,1,10.4,8,1,3.0,0,8,1,5.0,0,8,1,0,1,8,1,76,8,1
2023/5/14,16.9,8,1,22.9,8,1,13.9,8,1,2.0,0,8,1,2.1,0,8,1,0,1,8,1,81,8,1
2023/5/15,17.4,8,1,23.5,8,1,14.2,8,1,5.0,0,8,1,7.9,0,8,1,0,1,8,1,85,8,1
2023/5/16,19.9,8,1,27.1,8,1,11.7,8,1,0,1,8,1,13.0,0,8,1,0,1,8,1,59,8,1
2023/5/17,23.9,8,1,30.9,8,1,18.2,8,1,0,1,8,1,12.7,0,8,1,0,1,8,1,48,8,1
2023/5/18,23.0,8,1,31.5,8,1,14.8,8,1,0,1,8,1,10.1,0,8,1,0,1,8,1,55,8,1
2023/5/19,18.5,8,1,21.1,8,1,17.2,8,1,6.5,0,8,1,1.4,0,8,1,0,1,8,1,85,8,1
2023/5/20,18.0,8,1,21.9,8,1,15.9,8,1,0.0,0,8,1,2.8,0,8,1,0,1,8,1,88,8,1
2023/5/21,22.0,8,1,27.9,8,1,16.7,8,1,0.0,0,8,1,9.5,0,8,1,0,1,8,1,67,8,1
2023/5/22,18.3,8,1,21.7,8,1,14.8,8,1,1.5,0,8,1,2.1,0,8,1,0,1,8,1,83,8,1
2023/5/23,15.8,8,1,20.5,8,1,13.4,8,1,4.0,0,8,1,3.2,0,8,1,0,1,8,1,80,8,1
2023/5/24,15.9,8,1,20.6,8,1,12.0,8,1,0,1,8,1,11.7,0,8,1,0,1,8,1,63,8,1
2023/5/25,17.2,8,1,21.8,8,1,10.1,8,1,0,1,8,1,5.0,0,8,1,0,1,8,1,66,8,1
2023/5/26,21.0,8,1,23.7,8,1,18.0,8,1,0.0,0,8,1,0.0,0,8,1,0,1,8,1,55,8,1
2023/5/27,22.2,8,1,27.3,8,1,17.3,8,1,0,1,8,1,9.2,0,8,1,0,1,8,1,63,8,1
2023/5/28,22.5,8,1,27.6,8,1,17.2,8,1,0.5,0,8,1,1.0,0,8,1,0,1,8,1,67,8,1
2023/5/29,19.5,8,1,20.8,8,1,18.4,8,1,76.5,0,8,1,0.0,0,8,1,0,1,8,1,96,8,1
2023/5/30,19.6,8,1,25.0,8,1,17.3,8,1,1.0,0,8,1,7.5,0,8,1,0,1,8,1,83,8,1
2023/5/31,18.3,8,1,21.9,8,1,14.3,8,1,0.0,0,8,1,9.9,0,8,1,0,1,8,1,70,8,1
2023/6/1,20.1,8,1,25.3,8,1,12.1,8,1,7.5,0,8,1,9.3,0,8,1,0,1,8,1,67,8,1
2023/6/2,20.0,8,1,21.0,8,1,19.2,8,1,81.5,0,8,1,0.0,0,8,1,0,1,8,1,97,8,1
2023/6/3,19.6,8,1,23.9,8,1,15.3,8,1,0,1,8,1,10.4,0,8,1,0,1,8,1,73,8,1
2023/6/4,21.4,8,1,28.5,8,1,13.2,8,1,0,1,8,1,13.4,0,8,1,0,1,8,1,58,8,1
2023/6/5,23.0,8,1,29.7,8,1,16.0,8,1,0,1,8,1,13.8,0,8,1,0,1,8,1,48,8,1
2023/6/6,22.3,8,1,28.6,8,1,17.5,8,1,0.0,0,8,1,3.7,0,8,1,0,1,8,1,56,8,1
2023/6/7,22.0,8,1,28.2,8,1,16.7,8,1,0,1,8,1,11.3,0,8,1,0,1,8,1,69,8,1
2023/6/8,20.4,8,1,24.7,8,1,16.2,8,1,10.0,0,8,1,2.0,0,8,1,0,1,8,1,82,8,1
2023/6/9,21.2,8,1,27.0,8,1,17.7,8,1,23.5,0,8,1,1.8,0,8,1,0,1,8,1,83,8,1
2023/6/10,22.0,8,1,27.2,8,1,17.6,8,1,0,1,8,1,6.6,0,8,1,0,1,8,1,81,8,1
2023/6/11,20.8,8,1,23.0,8,1,18.9,8,1,4.5,0,8,1,0.0,0,8,1,0,1,8,1,92,8,1
2023/6/12,21.5,8,1,24.6,8,1,18.9,8,1,0.0,0,8,1,0.0,0,8,1,0,1,8,1,89,8,1
2023/6/13,23.7,8,1,29.5,8,1,19.0,8,1,0.0,0,8,1,6.0,0,8,1,0,1,8,1,82,8,1
2023/6/14,22.2,8,1,24.4,8,1,20.9,8,1,4.5,0,8,1,0.0,0,8,1,0,1,8,1,94,8,1
2023/6/15,21.6,8,1,23.9,8,1,19.9,8,1,9.5,0,8,1,0.3,0,8,1,0,1,8,1,90,8,1
2023/6/16,19.9,8,1,24.8,8,1,16.9,8,1,32.0,0,8,1,1.9,0,8,1,0,1,8,1,89,8,1
2023/6/17,23.8,8,1,30.8,8,1,16.0,8,1,0,1,8,1,13.6,0,8,1,0,1,8,1,66,8,1
2023/6/18,24.5,8,1,30.3,8,1,18.1,8,1,0,1,8,1,9.9,0,8,1,0,1,8,1,66,8,1
2023/6/19,21.0,8,1,24.9,8,1,17.1,8,1,0.0,0,8,1,8.3,0,8,1,0,1,8,1,74,8,1
2023/6/20,20.8,8,1,25.5,8,1,15.2,8,1,0,1,8,1,11.9,0,8,1,0,1,8,1,73,8,1
2023/6/21,25.9,8,1,31.4,8,1,19.7,8,1,0.0,0,8,1,5.0,0,8,1,0,1,8,1,51,8,1
2023/6/22,21.9,8,1,26.2,8,1,18.9,8,1,5.5,0,8,1,0.1,0,8,1,0,1,8,1,76,8,1
2023/6/23,23.2,8,1,29.5,8,1,18.9,8,1,2.5,0,8,1,4.3,0,8,1,0,1,8,1,79,8,1
2023/6/24,23.9,8,1,28.6,8,1,20.5,8,1,0.0,0,8,1,4.6,0,8,1,0,1,8,1,75,8,1
2023/6/25,23.4,8,1,28.0,8,1,19.7,8,1,0,1,8,1,8.2,0,8,1,0,1,8,1,79,8,1
2023/6/26,25.0,8,1,30.5,8,1,19.6,8,1,0,1,8,1,8.3,0,8,1,0,1,8,1,75,8,1
2023/6/27,27.4,8,1,34.0,8,1,22.1,8,1,25.0,0,8,1,3.3,0,8,1,0,1,8,1,73,8,1
2023/6/28,25.7,8,1,33.3,8,1,22.6,8,1,4.5,0,8,1,2.5,0,8,1,0,1,8,1,84,8,1
2023/6/29,27.5,8,1,32.9,8,1,21.8,8,1,0.0,0,8,1,9.3,0,8,1,0,1,8,1,71,8,1
2023/6/30,26.2,8,1,29.0,8,1,23.4,8,1,2.5,0,8,1,0.0,0,8,1,0,1,8,1,78,8,1
2023/7/1,23.1,8,1,25.1,8,1,21.5,8,1,26.0,0,8,1,0.0,0,8,1,0,1,8,1,97,8,1
2023/7/2,25.4,8,1,30.1,8,1,20.8,8,1,0.0,0,8,1,6.3,0,8,1,0,1,8,1,78,8,1
2023/7/3,25.0,8,1,30.2,8,1,21.8,8,1,0,1,8,1,9.7,0,8,1,0,1,8,1,80,8,1
2023/7/4,23.9,8,1,27.3,8,1,20.9,8,1,0.0,0,8,1,10.8,0,8,1,0,1,8,1,82,8,1
2023/7/5,25.8,8,1,30.8,8,1,19.4,8,1,5.5,0,8,1,0.0,0,8,1,0,1,8,1,66,8,1
2023/7/6,27.3,8,1,32.7,8,1,22.3,8,1,1.0,0,8,1,12.3,0,8,1,0,1,8,1,68,8,1
2023/7/7,27.8,8,1,34.0,8,1,22.7,8,1,0.5,0,8,1,7.1,0,8,1,0,1,8,1,52,8,1
2023/7/8,25.7,8,1,30.7,8,1,21.6,8,1,33.0,0,8,1,0.0,0,8,1,0,1,8,1,87,8,1
2023/7/9,26.1,8,1,30.2,8,1,23.4,8,1,28.0,0,8,1,0.3,0,8,1,0,1,8,1,89,8,1
2023/7/10,27.7,8,1,35.1,8,1,24.1,8,1,11.5,0,8,1,1.4,0,8,1,0,1,8,1,80,8,1
2023/7/11,28.0,8,1,33.2,8,1,22.7,8,1,12.5,0,8,1,2.7,0,8,1,0,1,8,1,74,8,1
2023/7/12,25.6,8,1,31.6,8,1,21.9,8,1,139.0,0,8,1,1.2,0,8,1,0,1,8,1,83,8,1
2023/7/13,26.1,8,1,31.8,8,1,21.4,8,1,54.5,0,8,1,4.3,0,8,1,0,1,8,1,82,8,1
2023/7/14,26.8,8,1,32.6,8,1,22.5,8,1,31.0,0,8,1,0.4,0,8,1,0,1,8,1,79,8,1
2023/7/15,30.0,8,1,34.7,8,1,24.8,8,1,0.0,0,8,1,1.9,0,8,1,0,1,8,1,60,8,1
2023/7/16,31.6,8,1,36.9,8,1,26.9,8,1,0,1,8,1,8.8,0,8,1,0,1,8,1,60,8,1
2023/7/17,29.4,8,1,35.5,8,1,23.7,8,1,0,1,8,1,12.6,0,8,1,0,1,8,1,70,8,1
2023/7/18,29.1,8,1,35.4,8,1,24.3,8,1,0,1,8,1,7.2,0,8,1,0,1,8,1,71,8,1
2023/7/19,26.0,8,1,30.5,8,1,22.6,8,1,12.0,0,8,1,0.2,0,8,1,0,1,8,1,88,8,1
2023/7/20,25.1,8,1,29.9,8,1,22.1,8,1,8.0,0,8,1,8.0,0,8,1,0,1,8,1,82,8,1
2023/7/21,25.4,8,1,29.1,8,1,21.7,8,1,0,1,8,1,8.1,0,8,1,0,1,8,1,81,8,1
2023/7/22,26.9,8,1,31.2,8,1,22.5,8,1,0,1,8,1,13.4,0,8,1,0,1,8,1,80,8,1
2023/7/23,29.1,8,1,34.5,8,1,23.2,8,1,0,1,8,1,13.1,0,8,1,0,1,8,1,70,8,1
2023/7/24,30.0,8,1,34.6,8,1,25.9,8,1,0,1,8,1,13.2,0,8,1,0,1,8,1,60,8,1
2023/7/25,30.5,8,1,36.4,8,1,26.0,8,1,0,1,8,1,12.9,0,8,1,0,1,8,1,62,8,1
2023/7/26,30.3,8,1,34.9,8,1,25.6,8,1,0,1,8,1,11.3,0,8,1,0,1,8,1,71,8,1
2023/7/27,29.7,8,1,34.2,8,1,25.6,8,1,0,1,8,1,10.8,0,8,1,0,1,8,1,74,8,1
2023/7/28,29.9,8,1,35.1,8,1,25.0,8,1,0,1,8,1,12.2,0,8,1,0,1,8,1,74,8,1
2023/7/29,30.4,8,1,34.9,8,1,25.4,8,1,0,1,8,1,10.7,0,8,1,0,1,8,1,71,8,1
2023/7/30,31.4,8,1,35.9,8,1,27.3,8,1,0,1,8,1,13.2,0,8,1,0,1,8,1,60,8,1
2023/7/31,30.5,8,1,37.0,8,1,27.2,8,1,0,1,8,1,7.1,0,8,1,0,1,8,1,67,8,1
2023/8/1,30.6,8,1,36.0,8,1,26.1,8,1,0.0,0,8,1,11.0,0,8,1,0,1,8,1,63,8,1
2023/8/2,30.5,8,1,37.2,8,1,27.2,8,1,0,1,8,1,9.2,0,8,1,0,1,8,1,61,8,1
2023/8/3,32.1,8,1,38.2,8,1,28.9,8,1,0,1,8,1,10.6,0,8,1,0,1,8,1,54,8,1
2023/8/4,31.9,8,1,37.2,8,1,28.4,8,1,0,1,8,1,13.1,0,8,1,0,1,8,1,58,8,1
2023/8/5,31.5,8,1,37.5,8,1,27.4,8,1,0,1,8,1,13.3,0,8,1,0,1,8,1,63,8,1
2023/8/6,30.8,8,1,35.3,8,1,27.0,8,1,0.0,0,8,1,11.4,0,8,1,0,1,8,1,71,8,1
2023/8/7,30.9,8,1,36.6,8,1,26.7,8,1,0.5,0,8,1,6.6,0,8,1,0,1,8,1,67,8,1
2023/8/8,30.9,8,1,35.8,8,1,25.3,8,1,0,1,8,1,7.5,0,8,1,0,1,8,1,67,8,1
2023/8/9,32.2,8,1,37.1,8,1,27.2,8,1,0.0,0,8,1,9.1,0,8,1,0,1,8,1,63,8,1
2023/8/10,33.1,8,1,37.7,8,1,29.3,8,1,0,1,8,1,13.1,0,8,1,0,1,8,1,54,8,1
2023/8/11,30.7,8,1,35.5,8,1,27.1,8,1,0,1,8,1,13.2,0,8,1,0,1,8,1,59,8,1
2023/8/12,30.0,8,1,34.9,8,1,25.5,8,1,0,1,8,1,11.4,0,8,1,0,1,8,1,68,8,1
2023/8/13,29.8,8,1,34.4,8,1,25.5,8,1,0.0,0,8,1,11.6,0,8,1,0,1,8,1,69,8,1
2023/8/14,30.3,8,1,34.2,8,1,27.2,8,1,0.0,0,8,1,8.8,0,8,1,0,1,8,1,75,8,1
2023/8/15,30.4,8,1,36.1,8,1,27.0,8,1,1.0,0,8,1,2.6,0,8,1,0,1,8,1,72,8,1
2023/8/16,29.0,8,1,33.1,8,1,26.1,8,1,7.5,0,8,1,2.2,0,8,1,0,1,8,1,75,8,1
2023/8/17,28.3,8,1,33.8,8,1,24.5,8,1,0.0,0,8,1,1.7,0,8,1,0,1,8,1,81,8,1
2023/8/18,30.7,8,1,37.1,8,1,27.1,8,1,0.0,0,8,1,7.4,0,8,1,0,1,8,1,64,8,1
2023/8/19,30.8,8,1,37.1,8,1,25.6,8,1,0,1,8,1,11.5,0,8,1,0,1,8,1,69,8,1
2023/8/20,30.3,8,1,34.7,8,1,26.3,8,1,0,1,8,1,11.8,0,8,1,0,1,8,1,76,8,1
2023/8/21,30.3,8,1,34.5,8,1,26.7,8,1,0,1,8,1,12.3,0,8,1,0,1,8,1,73,8,1
2023/8/22,31.1,8,1,36.1,8,1,26.9,8,1,0,1,8,1,12.5,0,8,1,0,1,8,1,71,8,1
2023/8/23,30.2,8,1,37.7,8,1,26.7,8,1,11.5,0,8,1,7.7,0,8,1,0,1,8,1,74,8,1
2023/8/24,31.2,8,1,35.8,8,1,26.7,8,1,0.0,0,8,1,8.0,0,8,1,0,1,8,1,63,8,1
2023/8/25,31.4,8,1,37.6,8,1,28.2,8,1,0.0,0,8,1,8.8,0,8,1,0,1,8,1,60,8,1
2023/8/26,29.3,8,1,34.1,8,1,22.8,8,1,15.0,0,8,1,9.7,0,8,1,0,1,8,1,73,8,1
2023/8/27,27.7,8,1,33.5,8,1,22.9,8,1,1.0,0,8,1,7.9,0,8,1,0,1,8,1,76,8,1
2023/8/28,28.5,8,1,33.8,8,1,24.5,8,1,0,1,8,1,10.8,0,8,1,0,1,8,1,76,8,1
2023/8/29,29.7,8,1,35.4,8,1,24.5,8,1,0,1,8,1,11.6,0,8,1,0,1,8,1,71,8,1
2023/8/30,31.1,8,1,34.6,8,1,26.5,8,1,0,1,8,1,5.0,0,8,1,0,1,8,1,56,8,1
2023/8/31,31.9,8,1,37.1,8,1,28.8,8,1,0,1,8,1,4.6,0,8,1,0,1,8,1,46,8,1
2023/9/1,30.3,8,1,37.0,8,1,26.2,8,1,0,1,8,1,5.3,0,8,1,0,1,8,1,56,8,1
2023/9/2,28.0,8,1,32.3,8,1,24.9,8,1,0,1,8,1,3.0,0,8,1,0,1,8,1,70,8,1
2023/9/3,27.8,8,1,32.4,8,1,23.2,8,1,0.0,0,8,1,11.2,0,8,1,0,1,8,1,76,8,1
2023/9/4,28.7,8,1,32.8,8,1,25.0,8,1,0.0,0,8,1,1.7,0,5,1,0,1,8,1,77,8,1
2023/9/5,27.1,8,1,31.6,8,1,24.8,8,1,58.0,0,8,1,2.4,0,8,1,0,1,8,1,91,8,1
2023/9/6,24.3,8,1,26.7,8,1,22.9,8,1,38.5,0,8,1,1.3,0,8,1,0,1,8,1,93,8,1
2023/9/7,25.5,8,1,29.6,8,1,22.0,8,1,0,1,8,1,6.2,0,8,1,0,1,8,1,79,8,1
2023/9/8,26.4,8,1,32.4,8,1,22.0,8,1,0.0,0,8,1,1.8,0,8,1,0,1,8,1,77,8,1
2023/9/9,27.4,8,1,32.5,8,1,23.2,8,1,0.0,0,8,1,7.0,0,8,1,0,1,8,1,75,8,1
2023/9/10,27.9,8,1,32.2,8,1,23.6,8,1,0,1,8,1,10.4,0,8,1,0,1,8,1,75,8,1
2023/9/11,28.0,8,1,34.2,8,1,24.4,8,1,3.0,0,8,1,1.5,0,8,1,0,1,8,1,71,8,1
2023/9/12,25.9,8,1,32.0,8,1,23.1,8,1,30.0,0,8,1,1.6,0,8,1,0,1,8,1,81,8,1
2023/9/13,26.7,8,1,30.9,8,1,22.2,8,1,0.0,0,8,1,9.3,0,8,1,0,1,8,1,82,8,1
2023/9/14,28.0,8,1,34.1,8,1,23.7,8,1,0.0,0,8,1,4.3,0,8,1,0,1,8,1,73,8,1
2023/9/15,26.6,8,1,29.9,8,1,24.3,8,1,8.0,0,8,1,2.5,0,8,1,0,1,8,1,86,8,1
2023/9/16,28.8,8,1,35.1,8,1,24.0,8,1,0,1,8,1,6.4,0,8,1,0,1,8,1,76,8,1
2023/9/17,28.9,8,1,34.0,8,1,24.3,8,1,0,1,8,1,10.3,0,8,1,0,1,8,1,76,8,1
2023/9/18,26.8,8,1,32.9,8,1,23.6,8,1,15.5,0,8,1,2.3,0,8,1,0,1,8,1,82,8,1
2023/9/19,28.0,8,1,33.8,8,1,23.3,8,1,0,1,8,1,7.2,0,8,1,0,1,8,1,75,8,1
2023/9/20,26.3,8,1,31.6,8,1,23.0,8,1,5.0,0,8,1,3.1,0,8,1,0,1,8,1,79,8,1
2023/9/21,26.2,8,1,32.2,8,1,23.0,8,1,19.5,0,8,1,0.1,0,8,1,0,1,8,1,81,8,1
2023/9/22,23.3,8,1,25.2,8,1,22.1,8,1,0.0,0,8,1,0.1,0,8,1,0,1,8,1,84,8,1
2023/9/23,21.2,8,1,23.2,8,1,17.4,8,1,1.0,0,8,1,0.4,0,8,1,0,1,8,1,81,8,1
2023/9/24,21.6,8,1,27.3,8,1,15.6,8,1,0,1,8,1,11.2,0,8,1,0,1,8,1,73,8,1
2023/9/25,23.5,8,1,28.7,8,1,17.8,8,1,0,1,8,1,5.9,0,8,1,0,1,8,1,68,8,1
2023/9/26,23.0,8,1,25.7,8,1,20.5,8,1,1.0,0,8,1,0.0,0,8,1,0,1,8,1,83,8,1
2023/9/27,23.5,8,1,27.2,8,1,21.7,8,1,4.5,0,8,1,0.1,0,8,1,0,1,8,1,89,8,1
2023/9/28,23.2,8,1,26.0,8,1,21.7,8,1,16.0,0,8,1,0.2,0,8,1,0,1,8,1,94,8,1
2023/9/29,23.5,8,1,29.9,8,1,19.3,8,1,0.5,0,8,1,10.9,0,8,1,0,1,8,1,80,8,1
2023/9/30,23.1,8,1,30.3,8,1,19.2,8,1,16.5,0,8,1,2.2,0,8,1,0,1,8,1,80,8,1
2023/10/1,21.5,8,1,28.1,8,1,19.0,8,1,4.0,0,8,1,2.4,0,8,1,0,1,8,1,84,8,1
2023/10/2,20.0,8,1,25.2,8,1,15.9,8,1,0,1,8,1,9.8,0,8,1,0,1,8,1,64,8,1
2023/10/3,19.4,8,1,24.7,8,1,14.5,8,1,0.0,0,8,1,7.2,0,8,1,0,1,8,1,62,8,1
2023/10/4,21.0,8,1,27.3,8,1,16.6,8,1,4.0,0,8,1,3.6,0,8,1,0,1,8,1,80,8,1
2023/10/5,17.6,8,1,20.9,8,1,13.3,8,1,7.5,0,8,1,0.6,0,8,1,0,1,8,1,81,8,1
2023/10/6,16.5,8,1,22.9,8,1,12.4,8,1,1.0,0,8,1,4.2,0,8,1,0,1,8,1,74,8,1
2023/10/7,17.0,8,1,22.5,8,1,13.6,8,1,5.5,0,8,1,5.8,0,8,1,0,1,8,1,73,8,1
2023/10/8,16.7,8,1,20.7,8,1,12.4,8,1,1.0,0,8,1,0.0,0,8,1,0,1,8,1,74,8,1
2023/10/9,17.3,8,1,20.4,8,1,15.3,8,1,15.5,0,8,1,0.0,0,8,1,0,1,8,1,93,8,1
2023/10/10,18.5,8,1,23.4,8,1,14.9,8,1,7.0,0,8,1,1.7,0,8,1,0,1,8,1,88,8,1
