É_ÉEÉìÉçÅ[ÉhÇµÇΩéûçèÅF2026/04/07 17:36:14

,åFíJ,åFíJ,åFíJ,åFíJ,åFíJ,åFíJ,åFíJ,åFíJ,åFíJ,åFíJ,åFíJ,åFíJ,åFíJ,åFíJ,åFíJ,åFíJ,åFíJ,åFíJ,åFíJ,åFíJ,åFíJ,åFíJ,åFíJ,åFíJ
2024/1/1,7.8,8,1,11.8,8,1,1.8,8,1,0,1,8,1,9.3,0,8,1,0,1,8,1,50,8,1
2024/1/2,4.5,8,1,12.0,8,1,0.4,8,1,0,1,8,1,4.3,0,8,1,0,1,8,1,66,8,1
2024/1/3,5.7,8,1,10.8,8,1,0.1,8,1,0.0,0,8,1,0.7,0,8,1,0,1,8,1,76,8,1
2024/1/4,8.6,8,1,14.4,8,1,3.2,8,1,0,1,8,1,7.3,0,8,1,0,1,8,1,59,8,1
2024/1/5,5.3,8,1,12.5,8,1,-0.4,8,1,0,1,8,1,9.3,0,8,1,0,1,8,1,59,8,1
2024/1/6,6.6,8,1,15.3,8,1,-0.9,8,1,0,1,8,1,9.4,0,8,1,0,1,8,1,63,8,1
2024/1/7,8.0,8,1,12.8,8,1,3.9,8,1,0.0,0,8,1,7.5,0,8,1,0,1,8,1,45,8,1
2024/1/8,4.2,8,1,9.2,8,1,-0.4,8,1,0,1,8,1,9.5,0,8,1,0,1,8,1,48,8,1
2024/1/9,2.8,8,1,9.7,8,1,-3.3,8,1,0,1,8,1,9.4,0,8,1,0,1,8,1,54,8,1
2024/1/10,4.9,8,1,12.7,8,1,-1.6,8,1,0,1,8,1,8.2,0,8,1,0,1,8,1,55,8,1
2024/1/11,2.6,8,1,7.1,8,1,-1.8,8,1,0,1,8,1,1.5,0,8,1,0,1,8,1,59,8,1
2024/1/12,4.9,8,1,14.2,8,1,-4.4,8,1,0,1,8,1,9.5,0,8,1,0,1,8,1,52,8,1
2024/1/13,5.4,8,1,11.1,8,1,1.6,8,1,0.5,0,8,1,5.6,0,8,1,0,1,8,1,56,8,1
2024/1/14,3.9,8,1,10.1,8,1,-0.9,8,1,0,1,8,1,9.6,0,8,1,0,1,8,1,48,8,1
2024/1/15,4.4,8,1,9.8,8,1,-1.0,8,1,0,1,8,1,9.6,0,8,1,0,1,8,1,49,8,1
2024/1/16,2.8,8,1,6.4,8,1,-1.0,8,1,0,1,8,1,9.0,0,8,1,0,1,8,1,51,8,1
2024/1/17,5.4,8,1,12.0,8,1,-1.5,8,1,0,1,8,1,9.6,0,8,1,0,1,8,1,44,8,1
2024/1/18,7.7,8,1,15.5,8,1,-0.2,8,1,0.0,0,8,1,5.8,0,8,1,0,1,8,1,45,8,1
2024/1/19,9.8,8,1,14.8,8,1,5.5,8,1,0,1,8,1,8.7,0,8,1,0,1,8,1,57,8,1
2024/1/20,5.4,8,1,7.1,8,1,4.2,8,1,4.5,0,8,1,0.0,0,8,1,0,1,8,1,71,8,1
2024/1/21,7.8,8,1,13.9,8,1,4.0,8,1,27.0,0,8,1,1.4,0,8,1,0,1,8,1,86,8,1
2024/1/22,8.2,8,1,12.8,8,1,2.8,8,1,0.0,0,8,1,2.8,0,8,1,0,1,8,1,81,8,1
2024/1/23,7.8,8,1,13.5,8,1,3.6,8,1,0.0,0,8,1,5.1,0,8,1,0,1,8,1,57,8,1
2024/1/24,3.6,8,1,7.7,8,1,0.9,8,1,0,1,8,1,9.3,0,8,1,0,1,8,1,39,8,1
2024/1/25,4.1,8,1,8.5,8,1,1.1,8,1,0,1,8,1,9.7,0,8,1,0,1,8,1,34,8,1
2024/1/26,5.3,8,1,10.9,8,1,1.2,8,1,0,1,8,1,9.8,0,8,1,0,1,8,1,41,8,1
2024/1/27,5.7,8,1,12.3,8,1,1.4,8,1,0,1,8,1,9.8,0,8,1,0,1,8,1,44,8,1
2024/1/28,4.9,8,1,10.8,8,1,-1.6,8,1,0,1,8,1,7.3,0,8,1,0,1,8,1,54,8,1
2024/1/29,6.1,8,1,11.3,8,1,2.1,8,1,0,1,8,1,9.9,0,8,1,0,1,8,1,50,8,1
2024/1/30,6.3,8,1,13.3,8,1,1.2,8,1,0,1,8,1,9.7,0,8,1,0,1,8,1,53,8,1
2024/1/31,7.2,8,1,14.9,8,1,0.6,8,1,0,1,8,1,8.8,0,8,1,0,1,8,1,57,8,1
2024/2/1,8.1,8,1,15.9,8,1,2.9,8,1,0.0,0,8,1,9.8,0,8,1,0,1,8,1,52,8,1
2024/2/2,3.7,8,1,7.7,8,1,1.4,8,1,0,1,8,1,2.4,0,8,1,0,1,8,1,44,8,1
2024/2/3,6.1,8,1,11.9,8,1,2.0,8,1,0,1,8,1,9.3,0,8,1,0,1,8,1,43,8,1
2024/2/4,6.5,8,1,11.6,8,1,3.9,8,1,0,1,8,1,6.5,0,8,1,0,1,8,1,46,8,1
2024/2/5,1.9,8,1,5.0,8,1,0.2,8,1,26.0,0,8,1,0.0,0,8,1,11,0,8,1,79,8,1
2024/2/6,3.4,8,1,7.5,8,1,0.7,8,1,0.5,0,8,1,0.2,0,8,1,0,1,8,1,85,8,1
2024/2/7,2.8,8,1,8.3,8,1,-2.7,8,1,0,1,8,1,9.6,0,8,1,0,1,8,1,74,8,1
2024/2/8,5.0,8,1,11.9,8,1,-1.1,8,1,0,1,8,1,9.5,0,8,1,0,1,8,1,61,8,1
2024/2/9,5.0,8,1,11.0,8,1,-0.1,8,1,0,1,8,1,6.7,0,8,1,0,1,8,1,62,8,1
2024/2/10,5.3,8,1,11.6,8,1,-1.7,8,1,0.0,0,8,1,9.3,0,8,1,0,1,8,1,66,8,1
2024/2/11,7.1,8,1,12.3,8,1,3.5,8,1,0.0,0,8,1,9.0,0,8,1,0,1,8,1,50,8,1
2024/2/12,6.3,8,1,13.1,8,1,1.0,8,1,0,1,8,1,9.2,0,8,1,0,1,8,1,52,8,1
2024/2/13,6.5,8,1,15.8,8,1,-0.7,8,1,0,1,8,1,10.4,0,8,1,0,1,8,1,53,8,1
2024/2/14,9.2,8,1,18.3,8,1,-0.9,8,1,0,1,8,1,8.3,0,8,1,0,1,8,1,54,8,1
2024/2/15,11.4,8,1,19.0,8,1,3.1,8,1,0,1,8,1,8.9,0,8,1,0,1,8,1,60,8,1
2024/2/16,8.7,8,1,12.6,8,1,4.4,8,1,0.0,0,8,1,10.5,0,8,1,0,1,8,1,45,8,1
2024/2/17,8.7,8,1,13.7,8,1,4.0,8,1,0,1,8,1,4.5,0,8,1,0,1,8,1,55,8,1
2024/2/18,12.5,8,1,18.9,8,1,8.7,8,1,0.0,0,8,1,6.3,0,8,1,0,1,8,1,64,8,1
2024/2/19,11.4,8,1,14.3,8,1,8.0,8,1,0.0,0,8,1,0.0,0,8,1,0,1,8,1,86,8,1
2024/2/20,16.7,8,1,22.6,8,1,12.2,8,1,0.0,0,8,1,6.2,0,8,1,0,1,8,1,71,8,1
2024/2/21,8.5,8,1,13.0,8,1,7.4,8,1,1.0,0,8,1,0.0,0,8,1,0,1,8,1,95,8,1
2024/2/22,5.1,8,1,7.8,8,1,3.7,8,1,8.0,0,8,1,0.0,0,8,1,0,1,8,1,93,8,1
2024/2/23,2.6,8,1,4.0,8,1,1.4,8,1,1.5,0,8,1,0.0,0,8,1,0,1,8,1,93,8,1
2024/2/24,4.7,8,1,10.2,8,1,-1.2,8,1,0,1,8,1,8.6,0,8,1,0,1,8,1,70,8,1
2024/2/25,3.9,8,1,5.8,8,1,3.1,8,1,8.5,0,8,1,0.0,0,8,1,0,1,8,1,85,8,1
2024/2/26,7.1,8,1,12.1,8,1,4.1,8,1,0.0,0,8,1,10.5,0,8,1,0,1,8,1,56,8,1
2024/2/27,5.9,8,1,10.0,8,1,3.2,8,1,0,1,8,1,11.1,0,8,1,0,1,8,1,46,8,1
2024/2/28,7.3,8,1,13.1,8,1,3.8,8,1,0,1,8,1,10.9,0,8,1,0,1,8,1,44,8,1
2024/2/29,6.2,8,1,11.9,8,1,-0.1,8,1,4.5,0,8,1,5.7,0,8,1,0,1,8,1,62,8,1
2024/3/1,8.7,8,1,15.5,8,1,2.0,8,1,11.5,0,8,1,7.8,0,8,1,0,1,8,1,65,8,1
2024/3/2,5.4,8,1,10.1,8,1,2.1,8,1,0,1,8,1,10.0,0,8,1,0,1,8,1,38,8,1
2024/3/3,6.2,8,1,13.5,8,1,-0.6,8,1,0,1,8,1,10.9,0,8,1,0,1,8,1,44,8,1
2024/3/4,7.2,8,1,14.7,8,1,-0.1,8,1,0,1,8,1,10.7,0,8,1,0,1,8,1,50,8,1
2024/3/5,5.1,8,1,9.2,8,1,0.4,8,1,15.5,0,8,1,0.0,0,8,1,1,0,8,1,68,8,1
2024/3/6,5.3,8,1,9.9,8,1,0.4,8,1,7.0,0,8,1,0.0,0,8,1,0,1,8,1,79,8,1
2024/3/7,7.4,8,1,11.3,8,1,4.2,8,1,0.0,0,8,1,8.2,0,8,1,0,1,8,1,51,8,1
2024/3/8,5.7,8,1,11.3,8,1,1.8,8,1,3.5,0,8,1,6.2,0,8,1,0,1,8,1,81,8,1
2024/3/9,4.9,8,1,10.4,8,1,0.9,8,1,0.0,0,8,1,10.4,0,8,1,0,1,8,1,53,8,1
2024/3/10,5.7,8,1,11.7,8,1,0.2,8,1,0,1,8,1,11.5,0,8,1,0,1,8,1,44,8,1
2024/3/11,6.6,8,1,13.1,8,1,-1.7,8,1,0,1,8,1,10.6,0,8,1,0,1,8,1,50,8,1
2024/3/12,7.0,8,1,9.4,8,1,4.7,8,1,13.0,0,8,1,0.0,0,8,1,0,1,8,1,72,8,1
2024/3/13,8.1,8,1,12.5,8,1,4.6,8,1,0,1,8,1,10.9,0,8,1,0,1,8,1,51,8,1
2024/3/14,9.3,8,1,16.8,8,1,0.7,8,1,0,1,8,1,11.2,0,8,1,0,1,8,1,46,8,1
2024/3/15,11.5,8,1,18.9,8,1,4.1,8,1,0,1,8,1,11.2,0,8,1,0,1,8,1,46,8,1
2024/3/16,15.3,8,1,21.9,8,1,11.1,8,1,0,1,8,1,10.9,0,8,1,0,1,8,1,37,8,1
2024/3/17,14.0,8,1,21.6,8,1,6.9,8,1,0,1,8,1,5.8,0,8,1,0,1,8,1,54,8,1
2024/3/18,7.9,8,1,12.1,8,1,2.6,8,1,0,1,8,1,11.4,0,8,1,0,1,8,1,37,8,1
2024/3/19,7.3,8,1,13.6,8,1,2.3,8,1,0,1,8,1,5.8,0,8,1,0,1,8,1,46,8,1
2024/3/20,5.9,8,1,14.1,8,1,0.8,8,1,0.0,0,8,1,5.9,0,8,1,0,1,8,1,62,8,1
2024/3/21,5.0,8,1,10.3,8,1,1.7,8,1,0,1,8,1,11.8,0,8,1,0,1,8,1,44,8,1
2024/3/22,5.8,8,1,12.1,8,1,-0.1,8,1,0,1,8,1,11.8,0,8,1,0,1,8,1,40,8,1
2024/3/23,4.9,8,1,9.5,8,1,1.0,8,1,0.0,0,8,1,4.0,0,8,1,0,1,8,1,63,8,1
2024/3/24,10.0,8,1,17.1,8,1,1.7,8,1,0.0,0,8,1,4.6,0,8,1,0,1,8,1,76,8,1
2024/3/25,11.3,8,1,13.1,8,1,9.5,8,1,2.0,0,8,1,0.0,0,8,1,0,1,8,1,83,8,1
2024/3/26,9.1,8,1,11.4,8,1,7.1,8,1,44.0,0,8,1,0.0,0,8,1,0,1,8,1,94,8,1
2024/3/27,10.2,8,1,16.3,8,1,5.4,8,1,0,1,8,1,12.1,0,8,1,0,1,8,1,51,8,1
2024/3/28,8.6,8,1,13.0,8,1,4.0,8,1,11.0,0,8,1,0.5,0,8,1,0,1,8,1,68,8,1
2024/3/29,14.5,8,1,22.2,8,1,8.7,8,1,23.0,0,8,1,5.4,0,8,1,0,1,8,1,88,8,1
2024/3/30,17.3,8,1,25.9,8,1,8.8,8,1,0,1,8,1,10.4,0,8,1,0,1,8,1,59,8,1
2024/3/31,17.8,8,1,27.3,8,1,10.2,8,1,0,1,8,1,9.7,0,8,1,0,1,8,1,63,8,1
2024/4/1,14.9,8,1,19.5,8,1,9.4,8,1,0.5,0,8,1,4.2,0,8,1,0,1,8,1,57,8,1
2024/4/2,14.1,8,1,20.7,8,1,7.4,8,1,0,1,8,1,8.1,0,8,1,0,1,8,1,43,8,1
2024/4/3,11.2,8,1,14.2,8,1,9.5,8,1,14.5,0,8,1,0.0,0,8,1,0,1,8,1,76,8,1
2024/4/4,15.7,8,1,22.1,8,1,10.4,8,1,1.5,0,8,1,7.0,0,8,1,0,1,8,1,70,8,1
2024/4/5,10.4,8,1,13.9,8,1,8.0,8,1,1.0,0,8,1,0.0,0,8,1,0,1,8,1,81,8,1
2024/4/6,12.5,8,1,16.2,8,1,8.7,8,1,0.0,0,8,1,0.0,0,8,1,0,1,8,1,80,8,1
2024/4/7,17.2,8,1,24.0,8,1,9.7,8,1,0,1,8,1,9.3,0,8,1,0,1,8,1,74,8,1
2024/4/8,18.3,8,1,24.1,8,1,14.1,8,1,1.0,0,8,1,1.9,0,8,1,0,1,8,1,85,8,1
2024/4/9,14.3,8,1,17.4,8,1,8.7,8,1,29.0,0,8,1,0.0,0,8,1,0,1,8,1,74,8,1
2024/4/10,11.4,8,1,18.7,8,1,6.1,8,1,0,1,8,1,12.3,0,8,1,0,1,8,1,44,8,1
2024/4/11,12.9,8,1,19.4,8,1,5.3,8,1,0,1,8,1,7.8,0,8,1,0,1,8,1,62,8,1
2024/4/12,15.6,8,1,20.8,8,1,11.4,8,1,0,1,8,1,6.6,0,8,1,0,1,8,1,67,8,1
2024/4/13,16.5,8,1,24.2,8,1,9.5,8,1,0,1,8,1,11.7,0,8,1,0,1,8,1,67,8,1
2024/4/14,18.3,8,1,26.3,8,1,10.8,8,1,0,1,8,1,11.5,0,8,1,0,1,8,1,63,8,1
2024/4/15,19.1,8,1,27.8,8,1,11.7,8,1,0,1,8,1,11.1,0,8,1,0,1,8,1,61,8,1
2024/4/16,18.1,8,1,25.0,8,1,12.1,8,1,0,1,8,1,5.8,0,8,1,0,1,8,1,70,8,1
2024/4/17,19.4,8,1,25.6,8,1,14.2,8,1,0.0,0,8,1,4.7,0,8,1,0,1,8,1,69,8,1
2024/4/18,17.8,8,1,21.5,8,1,13.9,8,1,2.0,0,8,1,0.1,0,8,1,0,1,8,1,65,8,1
2024/4/19,17.3,8,1,21.9,8,1,12.5,8,1,0.0,0,8,1,11.7,0,8,1,0,1,8,1,47,8,1
2024/4/20,19.8,8,1,27.9,8,1,11.4,8,1,0,1,8,1,8.9,0,8,1,0,1,8,1,43,8,1
2024/4/21,18.7,8,1,23.9,8,1,14.9,8,1,0.0,0,8,1,0.8,0,8,1,0,1,8,1,64,8,1
2024/4/22,15.6,8,1,18.4,8,1,13.0,8,1,1.0,0,8,1,0.4,0,8,1,0,1,8,1,83,8,1
2024/4/23,16.6,8,1,20.3,8,1,15.2,8,1,0.0,0,8,1,0.1,0,8,1,0,1,8,1,84,8,1
2024/4/24,14.2,8,1,15.7,8,1,13.4,8,1,15.0,0,8,1,0.0,0,8,1,0,1,8,1,95,8,1
2024/4/25,19.9,8,1,28.0,8,1,12.8,8,1,1.0,0,8,1,12.5,0,8,1,0,1,8,1,65,8,1
2024/4/26,20.3,8,1,26.3,8,1,13.2,8,1,0,1,8,1,7.8,0,8,1,0,1,8,1,63,8,1
2024/4/27,20.5,8,1,24.9,8,1,17.4,8,1,0.0,0,8,1,0.2,0,8,1,0,1,8,1,78,8,1
2024/4/28,22.4,8,1,30.8,8,1,14.3,8,1,0,1,8,1,11.4,0,8,1,0,1,8,1,63,8,1
2024/4/29,21.9,8,1,29.2,8,1,16.2,8,1,0.0,0,8,1,8.6,0,8,1,0,1,8,1,70,8,1
2024/4/30,20.3,8,1,23.2,8,1,18.3,8,1,1.0,0,8,1,0.7,0,8,1,0,1,8,1,85,8,1
2024/5/1,16.2,8,1,20.5,8,1,11.5,8,1,21.5,0,8,1,0.0,0,8,1,0,1,8,1,92,8,1
2024/5/2,15.7,8,1,21.7,5,1,11.0,5,1,5.0,0,8,1,9.6,0,5,1,0,1,8,1,67,8,1
2024/5/3,17.9,8,1,26.6,8,1,10.3,8,1,0,1,8,1,12.9,0,8,1,0,1,8,1,64,8,1
2024/5/4,20.9,8,1,29.7,8,1,12.3,8,1,0,1,8,1,12.9,0,8,1,0,1,8,1,50,8,1
2024/5/5,22.1,8,1,31.7,8,1,13.0,8,1,0,1,8,1,12.6,0,8,1,0,1,8,1,50,8,1
2024/5/6,20.2,8,1,23.8,8,1,15.3,8,1,0.0,0,8,1,2.1,0,8,1,0,1,8,1,65,8,1
2024/5/7,18.2,8,1,22.1,8,1,16.3,8,1,7.0,0,8,1,0.2,0,8,1,0,1,8,1,89,8,1
2024/5/8,16.9,8,1,23.4,8,1,11.7,8,1,17.5,0,8,1,0.7,0,8,1,0,1,8,1,82,8,1
2024/5/9,13.5,8,1,19.3,8,1,9.8,8,1,3.5,0,8,1,6.4,0,8,1,0,1,8,1,68,8,1
2024/5/10,17.7,8,1,26.3,8,1,8.5,8,1,0,1,8,1,13.0,0,8,1,0,1,8,1,44,8,1
2024/5/11,19.8,8,1,28.2,8,1,11.7,8,1,0,1,8,1,13.1,0,8,1,0,1,8,1,58,8,1
2024/5/12,19.3,8,1,24.4,8,1,13.0,8,1,0.0,0,8,1,3.2,0,8,1,0,1,8,1,71,8,1
2024/5/13,17.2,8,1,19.7,8,1,14.6,8,1,18.0,0,8,1,0.0,0,8,1,0,1,8,1,89,8,1
2024/5/14,17.0,8,1,23.4,8,1,11.9,8,1,0.0,0,8,1,9.2,0,8,1,0,1,8,1,61,8,1
2024/5/15,19.2,8,1,26.6,8,1,11.4,8,1,5.0,0,8,1,8.1,0,8,1,0,1,8,1,71,8,1
2024/5/16,18.6,8,1,23.8,8,1,15.2,8,1,4.0,0,8,1,2.9,0,8,1,0,1,8,1,81,8,1
2024/5/17,21.0,8,1,27.8,8,1,13.0,8,1,0,1,8,1,13.1,0,8,1,0,1,8,1,48,8,1
2024/5/18,22.3,8,1,29.3,8,1,15.0,8,1,0,1,8,1,13.1,0,8,1,0,1,8,1,51,8,1
2024/5/19,21.0,8,1,24.6,8,1,17.5,8,1,0.5,0,8,1,0.0,0,8,1,0,1,8,1,69,8,1
2024/5/20,18.0,8,1,23.0,8,1,14.3,8,1,18.5,0,8,1,3.7,0,8,1,0,1,8,1,85,8,1
2024/5/21,22.9,8,1,30.6,8,1,16.0,8,1,2.5,0,8,1,9.4,0,8,1,0,1,8,1,65,8,1
2024/5/22,20.5,8,1,25.8,8,1,17.1,8,1,0.0,0,8,1,7.4,0,8,1,0,1,8,1,58,8,1
2024/5/23,20.8,8,1,25.7,8,1,15.0,8,1,0,1,8,1,4.8,0,8,1,0,1,8,1,72,8,1
2024/5/24,24.5,8,1,32.5,8,1,16.9,8,1,0,1,5,1,11.2,0,8,1,0,1,8,1,58,8,1
2024/5/25,22.5,8,1,29.0,8,1,18.7,8,1,0,1,8,1,11.6,0,8,1,0,1,8,1,41,8,1
2024/5/26,21.1,8,1,25.9,8,1,17.8,8,1,0,1,8,1,1.4,0,8,1,0,1,8,1,62,8,1
2024/5/27,20.5,8,1,25.6,8,1,16.1,8,1,0.0,0,8,1,0.5,0,8,1,0,1,8,1,79,8,1
2024/5/28,21.7,8,1,24.7,8,1,19.3,8,1,1.0,0,8,1,0.0,0,8,1,0,1,8,1,87,8,1
2024/5/29,23.6,8,1,29.5,8,1,19.2,8,1,0,1,8,1,10.6,0,8,1,0,1,8,1,53,8,1
2024/5/30,22.7,8,1,28.8,8,1,16.4,8,1,0.0,0,8,1,8.9,0,8,1,0,1,8,1,64,8,1
2024/5/31,19.5,8,1,22.0,8,1,16.8,8,1,28.5,0,8,1,0.0,0,8,1,0,1,8,1,85,8,1
2024/6/1,21.4,8,1,27.8,8,1,17.4,8,1,0.0,0,8,1,9.7,0,8,1,0,1,8,1,68,8,1
2024/6/2,17.5,8,1,20.7,8,1,15.3,8,1,31.5,0,8,1,0.0,0,8,1,0,1,8,1,89,8,1
2024/6/3,19.1,8,1,26.2,8,1,14.8,8,1,5.5,0,8,1,7.3,0,8,1,0,1,8,1,77,8,1
2024/6/4,19.9,8,1,25.9,8,1,15.9,8,1,0.0,0,8,1,7.4,0,8,1,0,1,8,1,72,8,1
2024/6/5,22.0,8,1,28.5,8,1,15.2,8,1,0,1,8,1,13.8,0,8,1,0,1,8,1,64,8,1
2024/6/6,22.7,8,1,28.3,8,1,19.0,8,1,0,1,8,1,5.6,0,8,1,0,1,8,1,66,8,1
2024/6/7,23.3,8,1,28.8,8,1,19.4,8,1,0,1,8,1,8.3,0,8,1,0,1,8,1,64,8,1
2024/6/8,23.2,8,1,29.7,8,1,17.4,8,1,0,1,8,1,12.5,0,8,1,0,1,8,1,63,8,1
2024/6/9,22.6,8,1,27.3,8,1,18.5,8,1,0.0,0,8,1,1.7,0,8,1,0,1,8,1,70,8,1
2024/6/10,20.7,8,1,23.5,5,1,18.0,5,1,10.5,0,5,1,0.0,0,8,1,0,1,8,1,84,8,1
2024/6/11,25.1,8,1,32.2,8,1,20.0,8,1,0.0,0,8,1,12.4,0,8,1,0,1,8,1,68,8,1
2024/6/12,25.5,8,1,32.1,8,1,20.5,8,1,0,1,8,1,11.8,0,8,1,0,1,8,1,68,8,1
2024/6/13,24.1,8,1,29.3,8,1,19.9,8,1,0,1,8,1,3.4,0,8,1,0,1,8,1,72,8,1
2024/6/14,27.1,8,1,35.0,8,1,19.8,8,1,0,1,8,1,12.3,0,8,1,0,1,8,1,60,8,1
2024/6/15,26.4,8,1,33.0,8,1,22.4,8,1,0,1,8,1,8.3,0,8,1,0,1,8,1,63,8,1
2024/6/16,25.8,8,1,32.1,8,1,20.3,8,1,2.5,0,8,1,8.5,0,8,1,0,1,8,1,75,8,1
2024/6/17,27.1,8,1,32.6,8,1,23.0,8,1,1.0,0,8,1,5.7,0,8,1,0,1,8,1,65,8,1
2024/6/18,19.4,8,1,23.5,8,1,18.6,8,1,48.5,0,8,1,0.1,0,8,1,0,1,8,1,95,8,1
2024/6/19,24.4,8,1,32.0,8,1,16.3,8,1,0,1,8,1,13.9,0,8,1,0,1,8,1,65,8,1
2024/6/20,25.4,8,1,31.7,8,1,19.5,8,1,0,1,8,1,10.1,0,8,1,0,1,8,1,66,8,1
2024/6/21,20.7,8,1,23.4,8,1,18.3,8,1,10.0,0,8,1,0.2,0,8,1,0,1,8,1,90,8,1
2024/6/22,24.4,8,1,31.8,8,1,16.1,8,1,0.0,0,8,1,7.0,0,8,1,0,1,8,1,65,8,1
2024/6/23,21.5,8,1,24.7,8,1,19.3,8,1,17.0,0,8,1,0.3,0,8,1,0,1,8,1,90,8,1
2024/6/24,27.8,8,1,35.2,8,1,20.8,8,1,0,1,8,1,5.4,0,8,1,0,1,8,1,75,8,1
2024/6/25,28.3,8,1,32.4,8,1,24.6,8,1,0.0,0,8,1,0.6,0,8,1,0,1,8,1,73,8,1
2024/6/26,28.2,8,1,33.2,8,1,24.9,8,1,0.0,0,8,1,4.5,0,8,1,0,1,8,1,57,8,1
2024/6/27,26.0,8,1,30.5,8,1,23.3,8,1,0.0,0,8,1,4.1,0,8,1,0,1,8,1,65,8,1
2024/6/28,22.2,8,1,23.5,8,1,21.6,8,1,26.0,0,8,1,0.0,0,8,1,0,1,8,1,95,8,1
2024/6/29,25.4,8,1,30.8,8,1,21.2,8,1,0.0,0,8,1,7.6,0,8,1,0,1,8,1,77,8,1
2024/6/30,25.3,8,1,28.1,8,1,22.5,8,1,0.0,0,8,1,0.0,0,8,1,0,1,8,1,83,8,1
2024/7/1,26.2,8,1,28.9,8,1,23.9,8,1,1.5,0,8,1,0.0,0,8,1,0,1,8,1,86,8,1
2024/7/2,28.2,8,1,32.9,8,1,23.7,8,1,0.0,0,8,1,6.5,0,8,1,0,1,8,1,65,8,1
2024/7/3,27.4,8,1,34.0,8,1,22.8,8,1,0.5,0,8,1,3.8,0,8,1,0,1,8,1,77,8,1
2024/7/4,30.3,8,1,36.7,8,1,25.5,8,1,0.0,0,8,1,11.2,0,8,1,0,1,8,1,72,8,1
2024/7/5,30.5,8,1,36.4,8,1,25.4,8,1,0,1,8,1,12.6,0,8,1,0,1,8,1,69,8,1
2024/7/6,28.4,8,1,34.8,8,1,25.9,8,1,6.5,0,8,1,3.7,0,8,1,0,1,8,1,80,8,1
2024/7/7,31.2,8,1,37.8,8,1,24.5,8,1,0,1,8,1,12.4,0,8,1,0,1,8,1,70,8,1
2024/7/8,31.5,8,1,36.5,8,1,27.9,8,1,0,1,8,1,3.5,0,8,1,0,1,8,1,62,8,1
2024/7/9,28.6,8,1,31.2,8,1,25.6,8,1,0.0,0,8,1,2.2,0,8,1,0,1,8,1,74,8,1
2024/7/10,27.9,8,1,30.5,8,1,25.0,8,1,0.5,0,8,1,0.4,0,8,1,0,1,8,1,78,8,1
2024/7/11,25.2,8,1,29.2,8,1,23.3,8,1,11.0,0,8,1,0.1,0,8,1,0,1,8,1,90,8,1
2024/7/12,23.6,8,1,24.8,8,1,22.9,8,1,9.0,0,8,1,0.0,0,8,1,0,1,8,1,96,8,1
2024/7/13,26.7,8,1,32.6,8,1,22.2,8,1,0,1,8,1,5.6,0,8,1,0,1,8,1,77,8,1
2024/7/14,23.8,8,1,25.0,8,1,22.4,8,1,7.0,0,8,1,0.0,0,8,1,0,1,8,1,94,8,1
2024/7/15,24.2,8,1,27.1,8,1,22.0,8,1,5.0,0,8,1,0.0,0,8,1,0,1,8,1,89,8,1
2024/7/16,22.9,8,1,24.3,8,1,22.2,8,1,5.0,0,8,1,0.0,0,8,1,0,1,8,1,93,8,1
2024/7/17,26.4,8,1,31.6,8,1,21.9,8,1,0.5,0,8,1,5.1,0,8,1,0,1,8,1,83,8,1
2024/7/18,28.4,8,1,33.6,8,1,23.7,8,1,0.0,0,8,1,5.5,0,8,1,0,1,8,1,79,8,1
2024/7/19,30.0,8,1,34.9,8,1,25.7,8,1,0.0,0,8,1,4.7,0,8,1,0,1,8,1,78,8,1
2024/7/20,30.8,8,1,37.0,8,1,25.6,8,1,2.5,0,8,1,10.1,0,8,1,0,1,8,1,74,8,1
2024/7/21,30.4,8,1,37.1,8,1,25.4,8,1,0,1,8,1,12.3,0,8,1,0,1,8,1,70,8,1
2024/7/22,30.4,8,1,37.2,8,1,25.8,8,1,0.0,0,5,1,9.0,0,8,1,0,1,8,1,72,8,1
2024/7/23,31.5,8,1,38.1,8,1,25.3,8,1,0,1,8,1,12.6,0,8,1,0,1,8,1,67,8,1
2024/7/24,30.5,8,1,35.9,8,1,26.9,8,1,0.0,0,8,1,7.6,0,8,1,0,1,8,1,62,8,1
2024/7/25,29.7,8,1,36.8,8,1,25.6,8,1,3.0,0,8,1,8.5,0,8,1,0,1,8,1,67,8,1
2024/7/26,29.8,8,1,38.2,8,1,25.0,8,1,3.5,0,5,1,7.7,0,8,1,0,1,8,1,73,8,1
2024/7/27,29.6,8,1,37.0,8,1,25.7,8,1,18.5,0,8,1,7.1,0,8,1,0,1,8,1,78,8,1
2024/7/28,31.7,8,1,38.0,8,1,25.6,8,1,0,1,8,1,8.6,0,8,1,0,1,8,1,67,8,1
2024/7/29,33.6,8,1,40.0,8,1,28.9,8,1,0,1,8,1,11.4,0,8,1,0,1,8,1,55,8,1
2024/7/30,32.4,8,1,37.5,8,1,29.6,8,1,0.0,0,8,1,7.2,0,8,1,0,1,8,1,58,8,1
2024/7/31,30.6,8,1,36.7,8,1,27.1,8,1,0.0,0,8,1,9.6,0,8,1,0,1,8,1,66,8,1
2024/8/1,29.5,8,1,35.1,8,1,25.2,8,1,0,1,8,1,12.5,0,8,1,0,1,8,1,64,8,1
2024/8/2,30.1,8,1,35.5,8,1,25.9,8,1,0.0,0,8,1,11.7,0,8,1,0,1,8,1,66,8,1
